RECEIPTID	PROBLEMRECEIPT	RECEIPTDATE	ITEMSCLEARLYMARKED	PERSON_ID	CHILDORADULT	ITEM_ID	FOOD_ID	FOOD_SHARE	FOOD_PRICE	FOOD_CATEGORY	FOOD_QUANTITY	COMB_ID	RESTAURANT	FOODNAME	CALORIESCAL	FATG	SATFATG	CHOLESTEROLMG	SODIUMMG	CARBOHYDRATESG	SUGARG	PROTEING	COMBNUM	PRICEOFTHECOMBOMEAL	LARGE	ROUND	RECEIPTID3	NEMSLOCATIONINDICATOR
B203-019	 	04-SEP-2013	Yes	100056	Adult	100123	274	0	 	Side Item	1	100089	Burger King	French Fries - large (Salted)	500	22	3.5	0	710	72	0	5	1	7.89	1	2	 	B203
B203-019	 	04-SEP-2013	Yes	100056	Adult	100124	900023	0	 	Cold Beverage	1	100089	Burger King	GENERIC DRINK 40 fl oz- LARGE	 	 	 	 	 	 	 	 	1	7.89	1	2	 	B203
B203-020	 	04-SEP-2013	Yes	100057	Adult	100125	50	0	1.79	Sandwiches	2	 	Burger King	WHOPPER JR. Sandwich with Cheese	380	23	8	55	730	29	6	16	 	 	 	2	 	B203
B203-020	 	04-SEP-2013	Yes	100057	Adult	100126	256	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- Spicy	480	27	5	45	930	40	6	17	 	 	 	2	 	B203
B203-020	 	04-SEP-2013	Yes	100057	Adult	100127	900022	0	2.09	Cold Beverage	1	 	Burger King	GENERIC DRINK 30 fl oz- MEDIUM	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-021	 	04-SEP-2013	Yes	100058	Adult	100128	93	0	1	Cold Beverage	2	 	Burger King	Coca Cola classic 16 fl oz- VALUE	140	0	0	0	0	39	39	0	 	 	 	2	 	B203
B203-021	 	04-SEP-2013	Yes	100058	Adult	100129	36	0	 	Sandwiches	1	100091	Burger King	WHOPPER Sandwich	630	35	10	65	980	57	13	25	1	6.79	0	2	 	B203
B203-021	 	04-SEP-2013	Yes	100058	Adult	100130	273	0	 	Side Item	1	100091	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	6.79	0	2	 	B203
B203-021	 	04-SEP-2013	Yes	100058	Adult	100131	900022	0	 	Cold Beverage	1	100091	Burger King	GENERIC DRINK 30 fl oz- MEDIUM	 	 	 	 	 	 	 	 	1	6.79	0	2	 	B203
B203-022	 	25-SEP-2013	Yes	100059	Adult	100132	900332	0	1	Sandwiches	1	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-022	 	25-SEP-2013	Yes	100059	Adult	100133	256	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- Spicy	480	27	5	45	930	40	6	17	 	 	 	2	 	B203
B203-022	 	25-SEP-2013	Yes	100059	Adult	100134	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-023	 	25-SEP-2013	Yes	100060	Adult	100135	48	0	1.49	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-023	 	25-SEP-2013	Yes	100060	Adult	100136	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-023	 	25-SEP-2013	Yes	100060	Adult	100137	90	0	2.39	Desserts	1	 	Burger King	Strawberry Milk Shake 12 fl oz- SMALL	500	16	12	40	320	79	67	10	 	 	 	2	 	B203
B203-024	 	25-SEP-2013	Yes	100061	Adult	100138	95	0	2.39	Cold Beverage	1	 	Burger King	Coca Cola classic 40 fl oz- LARGE	380	0	0	0	10	102	102	0	 	 	 	2	 	B203
B203-024	 	25-SEP-2013	Yes	100061	Adult	100139	900332	0	1	Sandwiches	1	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-024	 	25-SEP-2013	Yes	100062	Child	100140	900336	0	2.09	Side Item	1	 	Burger King	SatisFries (small)	270	11	1.5	0	300	41	0	4	 	 	 	2	 	B203
B203-025	 	25-SEP-2013	Yes	100063	Adult	100141	94	0	2.09	Cold Beverage	1	 	Burger King	Coca Cola classic 30 fl oz- MEDIUM	290	0	0	0	5	77	77	0	 	 	 	2	 	B203
B203-025	 	25-SEP-2013	Yes	100063	Adult	100142	900332	0	1	Sandwiches	1	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-025	 	25-SEP-2013	Yes	100063	Adult	100143	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-025	 	25-SEP-2013	Yes	100063	Adult	100583	900360	0	1	Desserts	1	 	Burger King	Chunky Cookie w/ Oreo Pieces	400	18	7	25	340	54	32	4	 	 	 	2	 	B203
B203-026	 	25-SEP-2013	Yes	300227	Adult	300543	106	0	1	Cold Beverage	1	 	Burger King	Sprite 16 fl oz- VALUE	140	0	0	0	30	39	39	0	 	 	 	2	 	B203
B203-026	 	25-SEP-2013	Yes	300227	Adult	300544	900332	0	1	Sandwiches	2	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-027	 	25-SEP-2013	Yes	300228	Adult	300545	900020	0	1	Cold Beverage	1	 	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-027	 	25-SEP-2013	Yes	300228	Adult	300546	255	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- classic	500	32	6	45	860	39	5	17	 	 	 	2	 	B203
B203-027	 	25-SEP-2013	Yes	300228	Adult	300547	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-028	 	25-SEP-2013	Yes	300229	Adult	300548	127	0	1	Cold Beverage	1	 	Burger King	Hi-C Fruit Punch 16 fl oz- VALUE	150	0	0	0	15	42	42	0	 	 	 	2	 	B203
B203-028	 	25-SEP-2013	Yes	300229	Adult	300549	48	0	1.49	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-029	 	25-SEP-2013	Yes	300230	Adult	300550	71	0	1.19	Other-Entree	2	 	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	2	 	B203
B203-029	 	25-SEP-2013	Yes	300230	Adult	300551	271	0	1.19	Side Item	2	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-029	 	25-SEP-2013	Yes	300230	Adult	300552	212	0	0	Food Extras	2	 	Burger King	Barbecue Dipping Sauce (1 oz)	40	0	0	0	310	11	10	0	 	 	 	2	 	B203
B203-030	 	25-SEP-2013	Yes	300231	Adult	300553	81	0	2.39	Smoothies	1	 	Burger King	Smoothie: Tropical Mango- 12 fl oz- SMALL	210	.5	0	0	40	51	41	2	 	 	 	2	 	B203
B203-031	 	25-SEP-2013	Yes	300232	Adult	300554	73	0	2.69	Other-Entree	1	 	Burger King	Chicken Nuggets- 10 pc	470	29	5	50	890	34	0	21	 	 	 	2	 	B203
B203-031	 	25-SEP-2013	Yes	300232	Adult	300555	274	0	2.39	Side Item	1	 	Burger King	French Fries - large (Salted)	500	22	3.5	0	710	72	0	5	 	 	 	2	 	B203
B203-032	 	25-SEP-2013	Yes	300233	Adult	300556	73	1	2.69	Other-Entree	1	 	Burger King	Chicken Nuggets- 10 pc	470	29	5	50	890	34	0	21	 	 	 	2	 	B203
B203-032	 	25-SEP-2013	Yes	300233	Adult	300557	900055	0	4.59	Sandwiches	1	 	Burger King	Chicken Parmesan sandwich (Crispy)	610	25	4.5	70	1720	60	10	36	 	 	 	2	 	B203
B203-032	 	25-SEP-2013	Yes	300233	Adult	300558	274	1	2.39	Side Item	1	 	Burger King	French Fries - large (Salted)	500	22	3.5	0	710	72	0	5	 	 	 	2	 	B203
B203-033	 	25-SEP-2013	Yes	300234	Adult	300559	55	0	1.49	Sandwiches	2	 	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	2	 	B203
B203-034	 	25-SEP-2013	Yes	300235	Adult	300560	264	0	 	Sandwiches	1	300232	Burger King	TENDERCRISP Chicken Sandwich	750	45	8	70	1560	58	8	30	1	7.49	0	2	 	B203
B203-034	 	25-SEP-2013	Yes	300235	Adult	300561	273	0	 	Side Item	1	300232	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	7.49	0	2	 	B203
B203-034	 	25-SEP-2013	Yes	300235	Adult	300562	108	0	 	Cold Beverage	1	300232	Burger King	Sprite 30 fl oz- MEDIUM	290	0	0	0	65	77	77	0	1	7.49	0	2	 	B203
B203-035	 	25-SEP-2013	Yes	300236	Adult	300563	57	0	1.19	Sandwiches	2	 	Burger King	Bacon Cheeseburger	310	14	6	45	770	32	7	17	 	 	 	2	 	B203
B203-035	 	25-SEP-2013	Yes	300236	Adult	300564	93	0	1	Cold Beverage	1	 	Burger King	Coca Cola classic 16 fl oz- VALUE	140	0	0	0	0	39	39	0	 	 	 	2	 	B203
B203-035	 	25-SEP-2013	Yes	300236	Adult	300565	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-036	 	04-SEP-2013	Yes	300239	Adult	300573	197	0	1	Desserts	1	 	Burger King	Soft Serve Cone	160	4	2.5	15	130	27	20	4	 	 	 	2	 	B203
B203-037	 	04-SEP-2013	Yes	300240	Adult	300574	73	0	2.69	Other-Entree	1	 	Burger King	Chicken Nuggets- 10 pc	470	29	5	50	890	34	0	21	 	 	 	2	 	B203
B203-037	 	04-SEP-2013	Yes	300240	Adult	300575	255	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- classic	500	32	6	45	860	39	5	17	 	 	 	2	 	B203
B203-038	 	04-SEP-2013	Yes	300241	Adult	300576	48	0	1.49	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-038	 	04-SEP-2013	Yes	300241	Adult	300577	273	0	2.09	Side Item	1	 	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	 	 	 	2	 	B203
B203-039	 	04-SEP-2013	Yes	300242	Adult	300578	75	0	1.79	Cold Beverage	1	 	Burger King	Coca Cola classic 20 fl oz- SMALL	190	0	0	0	0	51	51	0	 	 	 	2	 	B203
B203-040	 	04-SEP-2013	Yes	300243	Adult	300579	233	0	1	Hot Beverage	1	 	Burger King	Seattle's Best Coffee- Regular- 12 fl oz- SMALL	0	0	0	0	0	0	0	0	 	 	 	2	 	B203
B203-040	 	04-SEP-2013	Yes	300243	Adult	300580	241	0	1.69	Salads	1	 	Burger King	Side Garden Salad and Avocado Ranch Dressing	230	21	5	30	520	7	3	5	 	 	 	2	 	B203
B203-040	 	04-SEP-2013	Yes	300243	Adult	300581	238	0	1.69	Salads	1	 	Burger King	Side Caesar Salad and dressing	220	20	3.5	10	540	7	3	6	 	 	 	2	 	B203
B203-041	 	04-SEP-2013	Yes	300244	Adult	300582	195	0	1.19	Desserts	1	 	Burger King	Dutch Apple Pie	320	14	6	0	300	46	23	2	 	 	 	2	 	B203
B203-042	 	04-SEP-2013	Yes	300245	Adult	300583	71	0	1.19	Other-Entree	1	 	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	2	 	B203
B203-042	 	04-SEP-2013	Yes	300245	Adult	300584	53	0	1.3	Sandwiches	1	 	Burger King	Cheeseburger	280	12	6	40	690	32	7	15	 	 	 	2	 	B203
B203-042	 	04-SEP-2013	Yes	300245	Adult	300585	271	0	1	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-043	 	04-SEP-2013	Yes	300246	Adult	300586	48	0	1.49	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-043	 	04-SEP-2013	Yes	300246	Adult	300587	255	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- classic	500	32	6	45	860	39	5	17	 	 	 	2	 	B203
B203-044	 	04-SEP-2013	Yes	300247	Adult	300588	256	0	1	Sandwiches	2	 	Burger King	Chicken Crisp Sandwich- Spicy	480	27	5	45	930	40	6	17	 	 	 	2	 	B203
B203-044	 	04-SEP-2013	Yes	300247	Adult	300589	900332	0	1	Sandwiches	2	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-045	 	04-SEP-2013	Yes	300249	Adult	300591	900332	0	1	Sandwiches	1	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-046	 	04-SEP-2013	Yes	300248	Adult	300590	200	0	1.29	Desserts	1	 	Burger King	Chocolate Fudge Sundae	280	7	5	15	220	50	43	6	 	 	 	2	 	B203
B203-047	 	04-SEP-2013	Yes	300250	Adult	300592	900102	0	 	Sandwiches	1	300246	Burger King	Turkey Burger	530	26	5	90	1210	46	11	27	1	7.49	0	2	 	B203
B203-047	 	04-SEP-2013	Yes	300250	Adult	300593	273	0	 	Side Item	1	300246	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	7.49	0	2	 	B203
B203-047	 	04-SEP-2013	Yes	300250	Adult	300594	144	0	 	Cold Beverage	1	300246	Burger King	NESTEA Sweetened Iced Tea 20 fl oz- SMALL	120	0	0	0	30	32	32	0	1	7.49	0	2	 	B203
B203-048	 	04-SEP-2013	Yes	300251	Adult	300595	900332	0	1	Sandwiches	1	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-049	 	25-SEP-2013	Yes	300252	Adult	300596	60	0	 	Sandwiches	1	300248	Burger King	BK Double Stacker	490	30	11	90	820	32	7	26	1	6.08	0	2	 	B203
B203-049	 	25-SEP-2013	Yes	300252	Adult	300597	273	0	 	Side Item	1	300248	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	6.08	0	2	 	B203
B203-049	 	25-SEP-2013	Yes	300252	Adult	300598	900022	0	 	Cold Beverage	1	300248	Burger King	GENERIC DRINK 30 fl oz- MEDIUM	 	 	 	 	 	 	 	 	1	6.08	0	2	 	B203
B203-050	 	25-SEP-2013	Yes	300253	Adult	300599	233	0	.69	Hot Beverage	1	 	Burger King	Seattle's Best Coffee- Regular- 12 fl oz- SMALL	0	0	0	0	0	0	0	0	 	 	 	2	 	B203
B203-051	 	25-SEP-2013	Yes	300254	Adult	300600	233	0	1	Hot Beverage	1	 	Burger King	Seattle's Best Coffee- Regular- 12 fl oz- SMALL	0	0	0	0	0	0	0	0	 	 	 	2	 	B203
B203-052	 	18-FEB-2014	Yes	300255	Adult	300601	57	0	1.19	Sandwiches	2	 	Burger King	Bacon Cheeseburger	310	14	6	45	770	32	7	17	 	 	 	2	 	B203
B203-052	 	18-FEB-2014	Yes	300255	Adult	300602	255	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- classic	500	32	6	45	860	39	5	17	 	 	 	2	 	B203
B203-052	 	18-FEB-2014	Yes	300255	Adult	300603	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-053	 	25-SEP-2013	Yes	300256	Adult	300604	900332	0	1	Sandwiches	2	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-053	 	25-SEP-2013	Yes	300256	Adult	300605	224	0	0	Food Extras	2	 	Burger King	Mayonnaise (Packet)	80	9	.5	10	75	1	0	0	 	 	 	2	 	B203
B203-053	 	25-SEP-2013	Yes	300256	Adult	300606	267	0	1	Side Item	1	 	Burger King	Onion Rings - value	150	8	1.5	0	400	19	2	1	 	 	 	2	 	B203
B203-054	 	25-SEP-2013	Yes	300257	Adult	300607	900332	0	1	Sandwiches	2	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-055	 	25-SEP-2013	Yes	101476	Adult	103192	71	0	1.19	Other-Entree	1	 	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	2	 	B203
B203-055	 	25-SEP-2013	Yes	101476	Adult	103193	212	0	0	Food Extras	1	 	Burger King	Barbecue Dipping Sauce (1 oz)	40	0	0	0	310	11	10	0	 	 	 	2	 	B203
B203-056	 	25-SEP-2013	Yes	101477	Adult	103194	36	0	3.89	Sandwiches	1	 	Burger King	WHOPPER Sandwich	630	35	10	65	980	57	13	25	 	 	 	2	 	B203
B203-056	 	25-SEP-2013	Yes	101477	Adult	103195	36	0	0	Sandwiches	1	 	Burger King	WHOPPER Sandwich	630	35	10	65	980	57	13	25	 	 	 	2	 	B203
B203-057	 	25-SEP-2013	Yes	300260	Adult	300612	42	0	5.49	Sandwiches	1	 	Burger King	DOUBLE WHOPPER Sandwich with Cheese	990	65	24	160	1480	53	11	52	 	 	 	2	 	B203
B203-058	 	25-SEP-2013	Yes	300261	Adult	300613	900332	0	1	Sandwiches	2	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-059	 	25-SEP-2013	Yes	300262	Adult	300614	900020	0	.69	Cold Beverage	1	 	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	2	 	B203
B203-059	 	25-SEP-2013	Yes	300262	Adult	300615	241	0	4.19	Salads	1	 	Burger King	Side Garden Salad and Avocado Ranch Dressing	230	21	5	30	520	7	3	5	 	 	 	2	 	B203
B203-059	 	25-SEP-2013	Yes	300262	Adult	300616	48	0	1.49	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-060	 	25-SEP-2014	Yes	300263	Adult	300617	57	0	1.19	Sandwiches	2	 	Burger King	Bacon Cheeseburger	310	14	6	45	770	32	7	17	 	 	 	2	 	B203
B203-060	 	25-SEP-2014	Yes	300263	Adult	300618	225	0	0	Food Extras	2	 	Burger King	Pickles (2)	0	0	0	0	100	0	0	0	 	 	 	2	 	B203
B203-060	 	25-SEP-2014	Yes	300263	Adult	300619	256	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- Spicy	480	27	5	45	930	40	6	17	 	 	 	2	 	B203
B203-060	 	25-SEP-2014	Yes	300263	Adult	300620	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-061	 	25-SEP-2013	Yes	300264	Adult	300621	55	0	1.49	Sandwiches	1	 	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	2	 	B203
B203-061	 	25-SEP-2013	Yes	300264	Adult	300622	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-062	 	25-SEP-2013	Yes	300265	Adult	300623	900332	0	1	Sandwiches	8	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-063	 	25-SEP-2013	Yes	300266	Adult	300624	38	0	 	Sandwiches	1	300262	Burger King	WHOPPER Sandwich with Cheese	710	42	15	85	1380	59	14	29	1	7.39	0	2	 	B203
B203-063	 	25-SEP-2013	Yes	300266	Adult	300625	273	0	 	Side Item	1	300262	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	7.39	0	2	 	B203
B203-063	 	25-SEP-2013	Yes	300266	Adult	300626	900022	0	 	Cold Beverage	1	300262	Burger King	GENERIC DRINK 30 fl oz- MEDIUM	 	 	 	 	 	 	 	 	1	7.39	0	2	 	B203
B203-064	 	25-SEP-2013	Yes	300267	Adult	300627	48	0	1.49	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-064	 	25-SEP-2013	Yes	300267	Adult	300628	272	0	1.79	Side Item	1	 	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	 	 	 	2	 	B203
B203-065	 	25-SEP-2013	Yes	300268	Adult	300629	201	0	1.29	Desserts	1	 	Burger King	Strawberry Sundae	190	4	2.5	15	125	35	31	4	 	 	 	2	 	B203
B203-066	 	25-SEP-2013	Yes	300269	Adult	300630	900259	0	1.69	Salads	1	 	Burger King	Side Garden Salad w/o Avocado Ranch Dressing	40	2	1	5	45	3	0	3	 	 	 	2	 	B203
B203-066	 	25-SEP-2013	Yes	300269	Adult	300631	246	0	0	Food Extras	1	 	Burger King	Ken's Lite Honey Balsamic- packet	120	7	1	0	220	14	11	0	 	 	 	2	 	B203
B203-066	 	25-SEP-2013	Yes	300269	Adult	300632	65	0	2.99	Sandwiches	1	 	Burger King	BK VEGGIE Burger **	410	16	2.5	5	1030	44	8	22	 	 	 	2	 	B203
B203-066	 	25-SEP-2013	Yes	300269	Adult	300633	271	0	1.99	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-067	 	09-OCT-2013	Yes	101478	Adult	103196	52	0	1	Sandwiches	2	 	Burger King	Hamburger	240	8	3.5	30	460	31	7	12	 	 	 	2	 	B203
B203-067	 	09-OCT-2013	Yes	101478	Adult	103197	271	0	1.19	Side Item	2	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-068	 	09-OCT-2013	Yes	101479	Adult	103198	48	0	1.49	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-069	 	09-OCT-2013	Yes	101480	Adult	103199	900055	0	 	Sandwiches	1	101473	Burger King	Chicken Parmesan sandwich (Crispy)	610	25	4.5	70	1720	60	10	36	1	6.99	0	2	 	B203
B203-069	 	09-OCT-2013	Yes	101480	Adult	103200	272	0	 	Side Item	1	101473	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	6.99	0	2	 	B203
B203-069	 	09-OCT-2013	Yes	101480	Adult	103201	75	0	 	Cold Beverage	1	101473	Burger King	Coca Cola classic 20 fl oz- SMALL	190	0	0	0	0	51	51	0	1	6.99	0	2	 	B203
B203-070	 	09-OCT-2013	Yes	101481	Adult	103202	48	0	 	Sandwiches	1	101474	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	1	4.79	0	2	 	B203
B203-070	 	09-OCT-2013	Yes	101481	Adult	103203	272	0	 	Side Item	1	101474	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	4.79	0	2	 	B203
B203-070	 	09-OCT-2013	Yes	101481	Adult	103204	102	0	 	Cold Beverage	1	101474	Burger King	Diet Coke 20 fl oz- SMALL	0	0	0	0	20	0	0	0	1	4.79	0	2	 	B203
B203-071	 	09-OCT-2013	Yes	101482	Adult	103205	48	0	1.49	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	2	 	B203
B203-072	 	09-OCT-2013	Yes	101483	Adult	103206	238	0	1.69	Salads	1	 	Burger King	Side Caesar Salad and dressing	220	20	3.5	10	540	7	3	6	 	 	 	2	 	B203
B203-072	 	09-OCT-2013	Yes	101483	Adult	103207	71	0	1.19	Other-Entree	1	 	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	2	 	B203
B203-073	 	09-OCT-2013	Yes	101484	Adult	103208	900102	0	3.99	Sandwiches	1	 	Burger King	Turkey Burger	530	26	5	90	1210	46	11	27	 	 	 	2	 	B203
B203-074	 	09-OCT-2013	Yes	101485	Adult	103209	900332	0	1	Sandwiches	1	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-074	 	09-OCT-2013	Yes	101485	Adult	103210	271	0	1.19	Side Item	1	 	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	2	 	B203
B203-075	 	09-OCT-2013	Yes	101486	Adult	103211	259	0	 	Sandwiches	1	101479	Burger King	Premium Alaskan Fish Sandwich	590	31	5	45	1480	57	8	21	1	5.59	0	2	 	B203
B203-075	 	09-OCT-2013	Yes	101486	Adult	103212	272	0	 	Side Item	1	101479	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	5.59	0	2	 	B203
B203-075	 	09-OCT-2013	Yes	101486	Adult	103213	75	0	 	Cold Beverage	1	101479	Burger King	Coca Cola classic 20 fl oz- SMALL	190	0	0	0	0	51	51	0	1	5.59	0	2	 	B203
B203-076	 	09-OCT-2013	Yes	101487	Adult	103214	42	0	 	Sandwiches	1	101480	Burger King	DOUBLE WHOPPER Sandwich with Cheese	990	65	24	160	1480	53	11	52	1	7.89	0	2	 	B203
B203-076	 	09-OCT-2013	Yes	101487	Adult	103215	272	0	 	Side Item	1	101480	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	7.89	0	2	 	B203
B203-076	 	09-OCT-2013	Yes	101487	Adult	103216	75	0	 	Cold Beverage	1	101480	Burger King	Coca Cola classic 20 fl oz- SMALL	190	0	0	0	0	51	51	0	1	7.89	0	2	 	B203
B203-077	 	09-OCT-2013	Yes	101488	Adult	103217	900332	0	1	Sandwiches	1	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-078	 	09-OCT-2013	Yes	101489	Adult	103218	255	0	1	Sandwiches	1	 	Burger King	Chicken Crisp Sandwich- classic	500	32	6	45	860	39	5	17	 	 	 	2	 	B203
B203-079	 	09-OCT-2013	Yes	101490	Adult	103219	50	0	1.79	Sandwiches	1	 	Burger King	WHOPPER JR. Sandwich with Cheese	380	23	8	55	730	29	6	16	 	 	 	2	 	B203
B203-080	 	09-OCT-2013	Yes	101491	Adult	103220	233	0	.69	Hot Beverage	1	 	Burger King	Seattle's Best Coffee- Regular- 12 fl oz- SMALL	0	0	0	0	0	0	0	0	 	 	 	2	 	B203
B203-080	 	09-OCT-2013	Yes	101491	Adult	103221	900332	0	1	Sandwiches	2	 	Burger King	French Fry Burger	360	19	5	35	490	37	7	13	 	 	 	2	 	B203
B203-081	 	09-OCT-2013	Yes	101492	Adult	103222	50	0	1.79	Sandwiches	2	 	Burger King	WHOPPER JR. Sandwich with Cheese	380	23	8	55	730	29	6	16	 	 	 	2	 	B203
B203-082	 	09-OCT-2013	Yes	301071	Adult	302298	34	0	1	Breakfast	1	 	Burger King	French Toast Sticks (3 piece)	230	11	2	0	260	29	8	3	 	 	 	2	 	B203
B203-083	 	09-OCT-2013	No	301072	Adult	302299	16	0	2.19	Breakfast	1	 	Burger King	CROISSAN'WICH Sausage, Egg & Cheese	450	30	11	195	910	26	4	19	 	 	 	2	 	B203
B203-083	 	09-OCT-2013	No	301072	Adult	302300	13	0	1.59	Breakfast	1	 	Burger King	Pancakes (3) and 1 oz breakfast syrup	500	19	4.5	95	700	77	36	7	 	 	 	2	 	B203
B203-084	 	09-OCT-2013	No	301073	Adult	302301	900055	0	 	Sandwiches	1	301047	Burger King	Chicken Parmesan sandwich (Crispy)	610	25	4.5	70	1720	60	10	36	1	6.99	0	2	 	B203
B203-084	 	09-OCT-2013	No	301073	Adult	302302	272	0	 	Side Item	1	301047	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	6.99	0	2	 	B203
B203-084	 	09-OCT-2013	No	301073	Adult	302303	900021	0	 	Cold Beverage	1	301047	Burger King	GENERIC DRINK 20 fl oz- SMALL	 	 	 	 	 	 	 	 	1	6.99	0	2	 	B203
