RECEIPTID	PROBLEMRECEIPT	RECEIPTDATE	ITEMSCLEARLYMARKED	PERSON_ID	CHILDORADULT	ITEM_ID	FOOD_ID	FOOD_SHARE	FOOD_PRICE	FOOD_CATEGORY	FOOD_QUANTITY	COMB_ID	RESTAURANT	FOODNAME	CALORIESCAL	FATG	SATFATG	CHOLESTEROLMG	SODIUMMG	CARBOHYDRATESG	SUGARG	PROTEING	COMBNUM	PRICEOFTHECOMBOMEAL	LARGE	ROUND	RECEIPTID3	NEMSLOCATIONINDICATOR
B103-067	No	 	Yes	900021	Adult	900698	272	0	 	Side Item	1	900021	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	5.88	0	1	 	B103
B103-068	No	 	Yes	900002	Adult	900735	900020	0	1	cold beverages	1	0	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	1	 	B103
B103-068	No	 	Yes	900002	Adult	900734	55	0	1.49	Burger	2	0	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	1	 	B103
B103-069	No	 	Yes	900003	Adult	900738	900020	0	1	cold beverages	1	0	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	1	 	B103
B103-069	No	 	Yes	900003	Adult	900736	36	0	0	Burger	1	0	Burger King	WHOPPER Sandwich	630	35	10	65	980	57	13	25	 	 	 	1	 	B103
B103-069	No	 	Yes	900003	Adult	900737	271	0	1	Side Item	1	0	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	1	 	B103
B103-070	No	 	Yes	900004	Adult	900739	50	0	 	Burger	1	900004	Burger King	WHOPPER JR. Sandwich with Cheese	380	23	8	55	730	29	6	16	1	7.17	1	1	 	B103
B103-070	No	 	Yes	900004	Adult	900741	274	0	 	Side Item	1	900004	Burger King	French Fries - large (Salted)	500	22	3.5	0	710	72	0	5	1	7.17	1	1	 	B103
B103-070	No	 	Yes	900004	Adult	900740	222	0	 	Extra	1	900004	Burger King	Thick cut bacon	70	6	2	10	220	0	0	4	1	7.17	1	1	 	B103
B103-070	No	 	Yes	900004	Adult	900742	900023	0	 	cold beverages	1	900004	Burger King	GENERIC DRINK 40 fl oz- LARGE	 	 	 	 	 	 	 	 	1	7.17	1	1	 	B103
B103-071	No	 	Yes	900005	Adult	900745	900022	0	 	cold beverages	1	900005	Burger King	GENERIC DRINK 30 fl oz- MEDIUM	 	 	 	 	 	 	 	 	1	6.28	0	1	 	B103
B103-071	No	 	Yes	900005	Adult	900743	60	0	 	Burger	1	900005	Burger King	BK Double Stacker	490	30	11	90	820	32	7	26	1	6.28	0	1	 	B103
B103-071	No	 	Yes	900005	Adult	900744	273	0	 	Side Item	1	900005	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	6.28	0	1	 	B103
B103-072	No	 	Yes	900006	Adult	900746	242	0	5.99	Salad	1	0	Burger King	Chicken Apple & Cranberry Garden Fresh Salad with TENDERGRILL and dressing	560	30	7	90	980	40	34	29	 	 	 	1	 	B103
B103-073	No	 	Yes	900007	Adult	900747	256	0	1	Sandwich	2	0	Burger King	Chicken Crisp Sandwich- Spicy	480	27	5	45	930	40	6	17	 	 	 	1	 	B103
B103-074	No	 	Yes	900008	Adult	900749	271	0	.88	Side Item	1	0	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	1	 	B103
B103-074	No	 	Yes	900008	Adult	900750	900022	0	1.75	cold beverages	1	0	Burger King	GENERIC DRINK 30 fl oz- MEDIUM	 	 	 	 	 	 	 	 	 	 	 	1	 	B103
B103-074	No	 	Yes	900008	Adult	900748	262	0	4.66	Sandwich	1	0	Burger King	Italian Chicken Sandwich	520	21	7	65	1670	54	6	32	 	 	 	1	 	B103
B103-075	No	 	Yes	900009	Adult	900752	71	0	1	chicken	1	0	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	1	 	B103
B103-075	No	 	Yes	900009	Adult	900753	900020	0	1	cold beverages	1	0	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	1	 	B103
B103-075	No	 	Yes	900009	Adult	900751	276	0	2.99	Side Item	1	0	Burger King	Cheesy Tots- small  (8 pc)	280	14	4	15	700	27	1	12	 	 	 	1	 	B103
B103-076	No	 	Yes	900010	Adult	900754	42	0	5.59	Burger	1	0	Burger King	DOUBLE WHOPPER Sandwich with Cheese	990	65	24	160	1480	53	11	52	 	 	 	1	 	B103
B103-076	No	 	Yes	900010	Adult	900755	271	0	1	Side Item	2	0	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	1	 	B103
B103-076	No	 	Yes	900010	Adult	900756	52	0	1	Burger	2	0	Burger King	Hamburger	240	8	3.5	30	460	31	7	12	 	 	 	1	 	B103
B103-077	No	 	Yes	900011	Adult	900757	30	0	1	Breakfast	1	0	Burger King	Cinnabon Roll- One	300	11	5	5	280	45	20	6	 	 	 	1	 	B103
B103-078	No	 	Yes	900012	Adult	900758	56	0	1	Burger	3	0	Burger King	BK Bacon Burger	320	17	5	40	500	31	7	14	 	 	 	1	 	B103
B103-078	No	 	Yes	900012	Adult	900759	274	0	2.29	Side Item	1	0	Burger King	French Fries - large (Salted)	500	22	3.5	0	710	72	0	5	 	 	 	1	 	B103
B103-079	No	 	Yes	900567	Child	900847	90	0	2.14	cold beverages	1	0	Burger King	Strawberry Milk Shake 12 fl oz- SMALL	500	16	12	40	320	79	67	10	 	 	 	1	 	B103
B103-079	No	 	Yes	900567	Child	900845	71	0	.86	chicken	1	0	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	1	 	B103
B103-080	No	 	Yes	900568	Adult	900848	8	0	1.5	Breakfast	1	0	Burger King	BKBreakfast Muffin Sandwich Sausage, egg and Cheese	390	23	9	195	960	23	2	20	 	 	 	1	 	B103
B103-080	No	 	Yes	900568	Adult	900849	9	0	1.5	Breakfast	1	0	Burger King	BKBreakfast Muffin Sandwich ham, egg and Cheese	250	9	4	175	1090	23	3	18	 	 	 	1	 	B103
B103-081	No	 	Yes	900569	Adult	900851	272	0	1.055	Side Item	2	0	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	 	 	 	1	 	B103
B103-081	No	 	Yes	900569	Adult	900852	900020	0	.59	cold beverages	2	0	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	1	 	B103
B103-081	No	 	Yes	900569	Adult	900850	48	0	.76	Burger	2	0	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	1	 	B103
B103-082	No	 	Yes	900570	Child	900853	256	0	1	Sandwich	1	0	Burger King	Chicken Crisp Sandwich- Spicy	480	27	5	45	930	40	6	17	 	 	 	1	 	B103
B103-083	No	 	Yes	900571	Adult	900854	71	0	1	chicken	1	0	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	1	 	B103
B103-084	No	 	Yes	900572	Adult	900856	235	0	1.99	hot beverages	1	0	Burger King	Seattle's Best Coffee- Regular- 20 fl oz- LARGE	0	0	0	0	0	0	0	0	 	 	 	1	 	B103
B103-085	No	 	Yes	900573	Adult	900857	261	0	5.29	Sandwich	1	0	Burger King	Philly Chicken Sandwich	550	25	9	75	1870	54	8	30	 	 	 	1	 	B103
B103-086	No	 	Yes	900574	Adult	900858	259	0	4.39	Sandwich	1	0	Burger King	Premium Alaskan Fish Sandwich	590	31	5	45	1480	57	8	21	 	 	 	1	 	B103
B103-086	No	 	Yes	900574	Adult	901036	259	0	0	Sandwich	1	0	Burger King	Premium Alaskan Fish Sandwich	590	31	5	45	1480	57	8	21	 	 	 	1	 	B103
B103-087	No	 	Yes	900575	Adult	900859	253	0	4.49	Sandwich	1	0	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	1	 	B103
B103-088	No	 	Yes	900576	Adult	900861	274	0	 	Side Item	1	900546	Burger King	French Fries - large (Salted)	500	22	3.5	0	710	72	0	5	1	8.09	0	1	 	B103
B103-088	No	 	Yes	900576	Adult	900862	900021	0	 	cold beverages	1	900546	Burger King	GENERIC DRINK 20 fl oz- SMALL	 	 	 	 	 	 	 	 	1	8.09	0	1	 	B103
B103-088	No	 	Yes	900576	Adult	900860	70	0	 	chicken	1	900546	Burger King	Home-style Chicken Strips- 5pc	610	32	6	50	2340	57	1	23	1	8.09	0	1	 	B103
B103-089	No	 	Yes	900577	Adult	900863	195	0	1	Dessert	1	0	Burger King	Dutch Apple Pie	320	14	6	0	300	46	23	2	 	 	 	1	 	B103
B103-089	No	 	Yes	900577	Adult	900864	48	0	1.29	Burger	1	0	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	1	 	B103
B103-090	No	 	Yes	900578	Adult	901037	253	0	0	Sandwich	2	0	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	1	 	B103
B103-090	No	 	Yes	900578	Adult	900865	253	0	4.49	Sandwich	2	0	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	1	 	B103
B103-090	No	 	Yes	900578	Adult	900866	273	0	1.99	Side Item	2	0	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	 	 	 	1	 	B103
B103-091	No	 	Yes	900582	Adult	901038	253	0	0	Sandwich	1	0	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	1	 	B103
B103-091	No	 	Yes	900582	Adult	900874	900020	0	1	cold beverages	1	0	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	1	 	B103
B103-091	No	 	Yes	900582	Adult	900873	253	0	4.49	Sandwich	1	0	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	1	 	B103
B103-092	No	 	Yes	900580	Child	900869	48	0	1.29	Burger	1	0	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	1	 	B103
B103-092	No	 	Yes	900579	Adult	900868	900020	0	1	cold beverages	2	0	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	1	 	B103
B103-092	No	 	Yes	900579	Adult	900867	48	0	1.29	Burger	3	0	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	1	 	B103
B103-093	No	 	Yes	900581	Adult	901039	253	0	0	Sandwich	1	0	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	1	 	B103
B103-093	No	 	Yes	900581	Adult	900872	900020	0	1	cold beverages	1	0	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	1	 	B103
B103-093	No	 	Yes	900581	Adult	900871	253	0	4.49	Sandwich	1	0	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	1	 	B103
B103-094	No	 	Yes	900559	Adult	900831	59	0	1.29	Burger	1	0	Burger King	BK Single Stacker	370	21	8	50	690	32	7	16	 	 	 	1	 	B103
B103-095	No	 	Yes	900560	Adult	900833	267	0	1	Side Item	1	0	Burger King	Onion Rings - value	150	8	1.5	0	400	19	2	1	 	 	 	1	 	B103
B103-095	No	 	Yes	900560	Adult	900832	56	0	1	Burger	1	0	Burger King	BK Bacon Burger	320	17	5	40	500	31	7	14	 	 	 	1	 	B103
B103-095	No	 	Yes	900560	Adult	900834	233	0	1	hot beverages	1	0	Burger King	Seattle's Best Coffee- Regular- 12 fl oz- SMALL	0	0	0	0	0	0	0	0	 	 	 	1	 	B103
B103-096	No	 	Yes	900561	Adult	900835	71	0	1	chicken	1	0	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	1	 	B103
B103-097	No	 	Yes	900562	Adult	900838	108	0	1.79	cold beverages	.5	0	Burger King	Sprite 30 fl oz- MEDIUM	290	0	0	0	65	77	77	0	 	 	 	1	 	B103
B103-097	No	 	Yes	900562	Adult	900836	276	0	2.99	Side Item	1	0	Burger King	Cheesy Tots- small  (8 pc)	280	14	4	15	700	27	1	12	 	 	 	1	 	B103
B103-097	No	 	Yes	900562	Adult	900837	129	0	1.79	cold beverages	.5	0	Burger King	Hi-C Fruit Punch 30 fl oz- MEDIUM	300	0	0	0	25	82	82	0	 	 	 	1	 	B103
B103-098	No	 	Yes	900563	Adult	900839	253	0	2.25	Sandwich	1	0	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	 	 	 	1	 	B103
B103-098	No	 	Yes	900563	Adult	900840	221	0	.2	Extra	1	0	Burger King	American Cheese (slice)- may vary	45	4	2.5	10	220	1	0	2	 	 	 	1	 	B103
B103-099	No	 	Yes	900564	Adult	900841	241	0	1.59	Salad	2	0	Burger King	Side Garden Salad and Avocado Ranch Dressing	230	21	5	30	520	7	3	5	 	 	 	1	 	B103
B103-101	No	 	Yes	900566	Adult	900842	56	0	1	Burger	2	0	Burger King	BK Bacon Burger	320	17	5	40	500	31	7	14	 	 	 	1	 	B103
B103-101	No	 	Yes	900566	Adult	900843	48	0	1.29	Burger	2	0	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	1	 	B103
B103-101	No	 	Yes	900566	Adult	900844	221	0	.2	Extra	2	0	Burger King	American Cheese (slice)- may vary	45	4	2.5	10	220	1	0	2	 	 	 	1	 	B103
B103-102	No	 	Yes	200198	Adult	200431	50	0	 	Burger	1	200181	Burger King	WHOPPER JR. Sandwich with Cheese	380	23	8	55	730	29	6	16	1	5.39	0	1	 	B103
B103-102	No	 	Yes	200198	Adult	200432	272	0	 	Side Item	1	200181	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	5.39	0	1	 	B103
B103-102	No	 	Yes	200198	Adult	200433	900021	0	 	cold beverages	1	200181	Burger King	GENERIC DRINK 20 fl oz- SMALL	 	 	 	 	 	 	 	 	1	5.39	0	1	 	B103
B103-103	No	 	Yes	200199	Adult	200435	271	0	1	Side Item	1	0	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	1	 	B103
B103-103	No	 	Yes	200199	Adult	200436	900020	0	1	cold beverages	1	0	Burger King	GENERIC DRINK 16 fl oz- VALUE	 	 	 	 	 	 	 	 	 	 	 	1	 	B103
B103-104	No	 	No	200200	Adult	200438	267	0	1	Side Item	1	0	Burger King	Onion Rings - value	150	8	1.5	0	400	19	2	1	 	 	 	1	 	B103
B103-104	No	 	No	200200	Adult	200437	48	0	1.29	Burger	1	0	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	 	 	 	1	 	B103
B103-105	No	 	Yes	200201	Adult	200441	900021	0	 	cold beverages	1	200184	Burger King	GENERIC DRINK 20 fl oz- SMALL	 	 	 	 	 	 	 	 	1	6.99	0	1	 	B103
B103-105	No	 	Yes	200201	Adult	200440	272	0	 	Side Item	1	200184	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	6.99	0	1	 	B103
B103-105	No	 	Yes	200201	Adult	200439	38	0	 	Burger	1	200184	Burger King	WHOPPER Sandwich with Cheese	710	42	15	85	1380	59	14	29	1	6.99	0	1	 	B103
B103-106	No	 	Yes	200202	Adult	200442	264	0	 	Sandwich	1	900555	Burger King	TENDERCRISP Chicken Sandwich	750	45	8	70	1560	58	8	30	1	7.09	0	1	 	B103
B103-106	No	 	Yes	200202	Adult	901040	272	0	 	Side Item	1	900555	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	7.09	0	1	 	B103
B103-106	No	 	Yes	200202	Adult	901041	900021	0	 	cold beverages	1	900555	Burger King	GENERIC DRINK 20 fl oz- SMALL	 	 	 	 	 	 	 	 	1	7.09	0	1	 	B103
B103-107	No	 	Yes	200203	Adult	200445	38	0	4.79	Burger	1	200186	Burger King	WHOPPER Sandwich with Cheese	710	42	15	85	1380	59	14	29	1	0	0	1	 	B103
B103-108	No	 	 	200204	Adult	200448	64	0	3.49	Burger	1	0	Burger King	Avocado Swiss Whopper Jr.	430	23	8	65	900	33	6	21	 	 	 	1	 	B103
B105-001	No	 	Yes	900091	Adult	900899	71	0	1	chicken	1	0	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	1	 	B105
B105-001	No	 	Yes	900091	Adult	900898	900292	0	1	Burger	1	0	Burger King	BK Bacon Burger w/o Mayo	240	8	4	35	430	31	7	13	 	 	 	1	 	B105
B105-001	No	 	Yes	900091	Adult	900900	271	0	1.29	Side Item	1	0	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	1	 	B105
B105-002	No	 	Yes	900092	Adult	900901	36	0	0	Burger	1	0	Burger King	WHOPPER Sandwich	630	35	10	65	980	57	13	25	 	 	 	1	 	B105
B105-002	No	 	Yes	900092	Adult	900903	75	0	1.99	cold beverages	1	0	Burger King	Coca Cola classic 20 fl oz- SMALL	190	0	0	0	0	51	51	0	 	 	 	1	 	B105
B105-002	No	 	Yes	900092	Adult	900902	272	0	1.99	Side Item	1	0	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	 	 	 	1	 	B105
B105-003	No	 	Yes	900093	Adult	900904	59	0	1.29	Burger	1	0	Burger King	BK Single Stacker	370	21	8	50	690	32	7	16	 	 	 	1	 	B105
B105-003	No	 	Yes	900093	Adult	900906	267	0	1.29	Side Item	1	0	Burger King	Onion Rings - value	150	8	1.5	0	400	19	2	1	 	 	 	1	 	B105
B105-003	No	 	Yes	900093	Adult	900905	238	0	1.49	Salad	1	0	Burger King	Side Caesar Salad and dressing	220	20	3.5	10	540	7	3	6	 	 	 	1	 	B105
B105-004	No	 	Yes	900094	Adult	900909	145	0	 	cold beverages	1	900093	Burger King	NESTEA Sweetened Iced Tea 30 fl oz- MEDIUM	180	0	0	0	40	48	40	0	1	6.69	0	1	 	B105
B105-004	No	 	Yes	900094	Adult	900908	273	0	 	Side Item	1	900093	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	6.69	0	1	 	B105
B105-005	No	 	Yes	900095	Adult	900910	272	0	1.99	Side Item	2	900094	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	0	0	1	 	B105
B105-006	No	 	Yes	900096	Adult	900913	112	0	1.99	cold beverages	1	0	Burger King	Dr. Pepper 20 fl oz- SMALL	190	0	0	0	45	51	51	0	 	 	 	1	 	B105
B105-006	No	 	Yes	900096	Adult	900911	278	0	2.69	Side Item	1	0	Burger King	Cheesy Tots- large (12 pc)	420	20	6	25	1050	41	1	18	 	 	 	1	 	B105
B105-006	No	 	Yes	900096	Adult	900912	208	0	1.99	Dessert	1	0	Burger King	Molten Fudge Bites	330	17	6	5	200	40	19	5	 	 	 	1	 	B105
B105-007	No	 	Yes	900097	Adult	900915	71	0	1	chicken	1	0	Burger King	Chicken Nuggets- 4pc	190	11	2	20	360	13	0	8	 	 	 	1	 	B105
B105-007	No	 	Yes	900097	Adult	900914	900292	0	1	Burger	1	0	Burger King	BK Bacon Burger w/o Mayo	240	8	4	35	430	31	7	13	 	 	 	1	 	B105
B105-008	No	 	Yes	900099	Adult	900916	74	0	4.29	chicken	.5	0	Burger King	Chicken Nuggets- 20 pc	950	57	11	100	1790	67	0	42	 	 	 	1	 	B105
B105-009	No	 	Yes	900098	Adult	900919	75	0	 	cold beverages	1	900097	Burger King	Coca Cola classic 20 fl oz- SMALL	190	0	0	0	0	51	51	0	1	5.29	0	1	 	B105
B105-009	No	 	Yes	900098	Adult	900917	48	0	 	Burger	1	900097	Burger King	WHOPPER JR. Sandwich	340	19	5	40	510	28	6	14	1	5.29	0	1	 	B105
B105-009	No	 	Yes	900098	Adult	900918	272	0	 	Side Item	1	900097	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	5.29	0	1	 	B105
B105-010	No	 	Yes	900100	Adult	900922	95	0	 	cold beverages	1	900099	Burger King	Coca Cola classic 40 fl oz- LARGE	380	0	0	0	10	102	102	0	1	7.69	1	1	 	B105
B105-010	No	 	Yes	900100	Adult	900920	38	0	 	Burger	1	900099	Burger King	WHOPPER Sandwich with Cheese	710	42	15	85	1380	59	14	29	1	7.69	1	1	 	B105
B105-010	No	 	Yes	900100	Adult	900921	274	0	 	Side Item	1	900099	Burger King	French Fries - large (Salted)	500	22	3.5	0	710	72	0	5	1	7.69	1	1	 	B105
B105-011	No	 	Yes	900101	Adult	900923	73	0	3.99	chicken	1	0	Burger King	Chicken Nuggets- 10 pc	470	29	5	50	890	34	0	21	 	 	 	1	 	B105
B105-011	No	 	Yes	900101	Adult	900925	274	0	 	Side Item	1	900100	Burger King	French Fries - large (Salted)	500	22	3.5	0	710	72	0	5	1	8.39	1	1	 	B105
B105-011	No	 	Yes	900101	Adult	900924	42	0	 	Burger	1	900100	Burger King	DOUBLE WHOPPER Sandwich with Cheese	990	65	24	160	1480	53	11	52	1	8.39	1	1	 	B105
B105-011	No	 	Yes	900101	Adult	900926	95	0	 	cold beverages	1	900100	Burger King	Coca Cola classic 40 fl oz- LARGE	380	0	0	0	10	102	102	0	1	8.39	1	1	 	B105
B105-012	No	 	Yes	900085	Adult	900888	276	0	1.99	Side Item	1	0	Burger King	Cheesy Tots- small  (8 pc)	280	14	4	15	700	27	1	12	 	 	 	1	 	B105
B105-012	No	 	Yes	900085	Adult	900890	75	0	 	cold beverages	1	900084	Burger King	Coca Cola classic 20 fl oz- SMALL	190	0	0	0	0	51	51	0	1	6.99	0	1	 	B105
B105-012	No	 	Yes	900085	Adult	900889	262	0	 	Sandwich	1	900084	Burger King	Italian Chicken Sandwich	520	21	7	65	1670	54	6	32	1	6.99	0	1	 	B105
B105-013	No	 	Yes	900086	Adult	900891	255	0	1	Sandwich	1	0	Burger King	Chicken Crisp Sandwich- classic	500	32	6	45	860	39	5	17	 	 	 	1	 	B105
B105-014	No	 	Yes	900087	Adult	900892	59	0	1.29	Burger	2	0	Burger King	BK Single Stacker	370	21	8	50	690	32	7	16	 	 	 	1	 	B105
B105-015	No	 	Yes	900088	Adult	900893	69	0	 	chicken	1	900087	Burger King	Home-style Chicken Strips- 3pc	360	19	3.5	30	1400	34	0	14	1	5.29	0	1	 	B105
B105-015	No	 	Yes	900088	Adult	900895	75	0	 	cold beverages	1	900087	Burger King	Coca Cola classic 20 fl oz- SMALL	190	0	0	0	0	51	51	0	1	5.29	0	1	 	B105
B105-015	No	 	Yes	900088	Adult	900894	272	0	 	Side Item	1	900087	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	5.29	0	1	 	B105
B105-016	No	 	Yes	900089	Adult	900896	55	0	1.49	Burger	2	0	Burger King	Double Cheeseburger	370	18	9	70	720	32	7	22	 	 	 	1	 	B105
B105-017	No	 	Yes	900090	Adult	900897	56	0	1	Burger	2	0	Burger King	BK Bacon Burger	320	17	5	40	500	31	7	14	 	 	 	1	 	B105
B105-018	No	 	Yes	900080	Adult	900875	70	0	5.29	chicken	1	0	Burger King	Home-style Chicken Strips- 5pc	610	32	6	50	2340	57	1	23	 	 	 	1	 	B105
B105-018	No	 	Yes	900080	Adult	900876	113	0	2.19	cold beverages	1	0	Burger King	Dr. Pepper 30 fl oz- MEDIUM	280	0	0	0	70	77	77	0	 	 	 	1	 	B105
B105-019	No	 	Yes	900081	Adult	900877	261	0	 	Sandwich	1	900080	Burger King	Philly Chicken Sandwich	550	25	9	75	1870	54	8	30	1	6.99	0	1	 	B105
B105-019	No	 	Yes	900081	Adult	900878	272	0	 	Side Item	1	900080	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	6.99	0	1	 	B105
B105-019	No	 	Yes	900081	Adult	900879	107	0	 	cold beverages	1	900080	Burger King	Sprite 20 fl oz- SMALL	190	0	0	0	40	51	51	0	1	6.99	0	1	 	B105
B105-020	No	 	Yes	900082	Adult	900881	222	0	.5	Extra	1	0	Burger King	Thick cut bacon	70	6	2	10	220	0	0	4	 	 	 	1	 	B105
B105-020	No	 	Yes	900082	Adult	900882	94	0	 	cold beverages	1	900081	Burger King	Coca Cola classic 30 fl oz- MEDIUM	290	0	0	0	5	77	77	0	1	6.09	0	1	 	B105
B105-020	No	 	Yes	900082	Adult	900880	50	0	 	Burger	1	900081	Burger King	WHOPPER JR. Sandwich with Cheese	380	23	8	55	730	29	6	16	1	6.09	0	1	 	B105
B105-020	No	 	Yes	900082	Adult	900883	273	0	 	Side Item	1	900081	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	6.09	0	1	 	B105
B105-021	No	 	Yes	900083	Adult	900884	265	0	 	Sandwich	1	900082	Burger King	TENDERGRILL Chicken Sandwich	470	18	3.5	85	1330	39	7	37	1	7.59	0	1	 	B105
B105-021	No	 	Yes	900083	Adult	900886	125	0	 	cold beverages	1	900082	Burger King	Fanta Orange 30 fl oz- MEDIUM	310	0	0	0	0	84	84	0	1	7.59	0	1	 	B105
B105-021	No	 	Yes	900083	Adult	900885	273	0	 	Side Item	1	900082	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	7.59	0	1	 	B105
B105-022	No	 	Yes	900084	Adult	900887	278	0	2.69	Side Item	4	0	Burger King	Cheesy Tots- large (12 pc)	420	20	6	25	1050	41	1	18	 	 	 	1	 	B105
B105-023	No	 	Yes	200211	Adult	200460	255	0	1	Sandwich	2	0	Burger King	Chicken Crisp Sandwich- classic	500	32	6	45	860	39	5	17	 	 	 	1	 	B105
B105-023	No	 	Yes	200211	Adult	200461	273	0	2.19	Side Item	1	0	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	 	 	 	1	 	B105
B105-024	No	 	Yes	200212	Adult	200464	87	0	4.21	cold beverages	1	0	Burger King	Chocolate Milk Shake 12 fl oz- SMALL	580	17	13	40	310	97	83	10	 	 	 	1	 	B105
B105-024	No	 	Yes	200212	Adult	200462	57	0	1	Burger	1	0	Burger King	Bacon Cheeseburger	310	14	6	45	770	32	7	17	 	 	 	1	 	B105
B105-024	No	 	Yes	200212	Adult	200463	271	0	1.29	Side Item	1	0	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	1	 	B105
B105-025	No	 	Yes	200213	Adult	200467	108	0	 	cold beverages	1	200196	Burger King	Sprite 30 fl oz- MEDIUM	290	0	0	0	65	77	77	0	1	7.09	0	1	 	B105
B105-025	No	 	Yes	200213	Adult	200466	273	0	 	Side Item	1	200196	Burger King	French Fries - medium (Salted)	410	18	3	0	570	58	0	4	1	7.09	0	1	 	B105
B105-025	No	 	Yes	200213	Adult	200465	253	0	 	Sandwich	1	200196	Burger King	Original Chicken Sandwich	630	39	7	65	1390	46	4	24	1	7.09	0	1	 	B105
B105-026	No	 	Yes	200214	Adult	200468	196	0	1.59	Dessert	1	0	Burger King	HERSHEY'S Sundae Pie	310	19	12	10	220	32	22	3	 	 	 	1	 	B105
B105-026	No	 	Yes	200214	Adult	200469	38	0	 	Burger	1	200197	Burger King	WHOPPER Sandwich with Cheese	710	42	15	85	1380	59	14	29	1	6.89	0	1	 	B105
B105-026	No	 	Yes	200214	Adult	200470	272	0	 	Side Item	1	200197	Burger King	French Fries - small (Salted)	340	15	2.5	0	480	49	0	4	1	6.89	0	1	 	B105
B105-026	No	 	Yes	200214	Adult	200471	107	0	 	cold beverages	1	200197	Burger King	Sprite 20 fl oz- SMALL	190	0	0	0	40	51	51	0	1	6.89	0	1	 	B105
B105-027	No	 	Yes	200215	Adult	200475	271	0	1.29	Side Item	1	0	Burger King	French Fries - value (Salted)	240	10	1.5	0	330	34	0	2	 	 	 	1	 	B105
