receiptid,person_id,limit,age,age_std,gender,race,edu,city,caff,location,round,nsigns_ssb,num_kids,surveydate,days_since_ban,caloriescal,fatg,sugarg,black,caff_std,nsigns_ssb_std,days_since_ban_std,caloriescal_std,fatg_std,sugarg_std
M207-039,200964,Sometimes,23,-1.1504800438400413,F,Black,Associates Degree,New Jersey,272.79360961916,M207,1,4,0,2013-10-01,203,11475,337.5,977,Black,0.31077898128984766,-0.12131729992880867,-0.1253395515637757,0.39041464854624086,0.13074746755253053,1.2739618072008105
M207-036,200961,Sometimes,25,-1.013102469816974,F,Other,Some College,New Jersey,0,M207,1,4,0,2013-10-01,203,3400,162,120,non-Black,-0.40361822525500185,-0.12131729992880867,-0.1253395515637757,-0.3453134405631064,-0.26763418732609817,-0.28962271701435494
M207-035,200960,Always,58,1.2536275015636356,M,Other,Some High School,New Jersey,0,M207,1,4,0,2013-10-01,203,2090,97,78,non-Black,-0.40361822525500185,-0.12131729992880867,-0.1253395515637757,-0.4646699478984928,-0.415182948392257,-0.3662511301030795
M207-108,300406,Sometimes,32,-0.5322809607362387,F,White,High School,New Jersey,0,M207,1,4,0,2013-11-03,236,930,33,81,non-Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.5703596795847892,-0.5604617285189364,-0.36077767202531347
M207-037,200962,Always,37,-0.18883702567857055,M,Black,High School,New Jersey,402.04800796512,M207,1,4,0,2013-10-01,203,22290,880,1352,Black,0.6492729117044973,-0.12131729992880867,-0.1253395515637757,1.375789172845633,1.3622121272200864,1.9581440669215653
M207-037,200963,Always,37,-0.18883702567857055,M,Black,High School,New Jersey,402.04800796512,M207,1,4,0,2013-10-01,203,22290,880,1352,Black,0.6492729117044973,-0.12131729992880867,-0.1253395515637757,1.375789172845633,1.3622121272200864,1.9581440669215653
M207-122,300395,Sometimes,34,-0.39490338671317143,F,Black,Graduate Degree,New Jersey,0,M207,1,4,0,2013-11-03,236,280,0,69,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.6295823740641794,-0.6353710995217555,-0.38267150433637764
M207-003,200924,Often,50,0.7041172054713666,F,Native,Associates Degree,New Jersey,318.25920104982004,M207,1,4,0,2013-03-01,-11,14910,647,196,non-Black,0.429845155740628,-0.12131729992880867,-1.1962021015646598,0.7033838109104028,0.8333065683213943,-0.15096177904428196
M207-003,200925,Often,50,0.7041172054713666,F,Native,Associates Degree,New Jersey,318.25920104982004,M207,1,4,0,2013-03-01,-11,14910,647,196,non-Black,0.429845155740628,-0.12131729992880867,-1.1962021015646598,0.7033838109104028,0.8333065683213943,-0.15096177904428196
M207-017,200939,Always,52,0.8414947794944339,M,Black,High School,New Jersey,0,M207,1,4,0,2013-03-01,-11,3195,139,146,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.3639913672835295,-0.3198437489341236,-0.2421860803403826
M207-010,200932,Sometimes,18,-1.4939239788977094,F,White,Some High School,New Jersey,245.59999465945,M207,1,4,0,2013-03-01,-11,7356,397,187,non-Black,0.23956381393239146,-0.12131729992880867,-1.1962021015646598,0.015124989222228288,0.2658113334515528,-0.16738215327758008
M207-028,200952,Sometimes,23,-1.1504800438400413,F,Black,Some College,New Jersey,0,M207,1,4,0,2013-03-01,-11,2780,145.5,108,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.4018027799126786,-0.30508887282750774,-0.3115165493254191
M207-028,200953,Sometimes,23,-1.1504800438400413,F,Black,Some College,New Jersey,0,M207,1,4,0,2013-03-01,-11,2780,145.5,108,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.4018027799126786,-0.30508887282750774,-0.3115165493254191
M207-121,300394,Often,19,-1.4252351918861759,F,Black,High School,New Jersey,0,M207,1,4,0,2013-11-03,236,1870,99,24,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.48471455218382486,-0.4106429865132982,-0.46477337550286824
M207-114,300412,Often,30,-0.6696585347593059,F,Other,Some College,New Jersey,0,M207,1,4,1,2013-11-03,236,1150,56.5,21,non-Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.5503150752994571,-0.5071171764411713,-0.4702468335806343
M207-107,300405,Always,35,-0.3262145997016378,M,Black,Some High School,New Jersey,0,M207,1,4,0,2013-11-03,236,390,19,7,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.6195600719215133,-0.5922414616716475,-0.49578963794354247
M207-103,300401,Always,47,0.49805084443676567,M,White,Graduate Degree,New Jersey,0,M207,1,4,0,2013-11-03,236,870,35,47,non-Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.5758263898444251,-0.5559217666399776,-0.42281019690666194
M207-117,300415,Often,22,-1.219168830851575,M,Black,Some College,New Jersey,0,M207,1,4,0,2013-11-03,236,560,24,70,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.6040710595192113,-0.5808915569742507,-0.38084701831045564
M207-011,200933,Seldom,18,-1.4939239788977094,M,Black,Some College,New Jersey,0,M207,1,4,0,2013-03-01,-11,3300,125,225,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.3544246243291665,-0.35162348208683475,-0.09805168429254356
M207-126,300399,Never,18,-1.4939239788977094,F,Black,High School,New Jersey,0,M207,1,4,0,2013-11-03,236,1850,62,141,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.4865367889370369,-0.4946322812740348,-0.2513085104699927
M207-116,300414,Never,18,-1.4939239788977094,M,Other,High School,New Jersey,0,M207,1,4,0,2013-11-03,236,940,59,0,non-Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.5694485612081831,-0.5014422240924729,-0.5085610401249966
M207-015,200937,Sometimes,53,0.9101835665059674,M,Black,High School,New Jersey,0,M207,1,4,0,2013-03-01,-11,300,15,21,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.6277601373109674,-0.6013213854295649,-0.4702468335806343
M207-042,200967,Sometimes,55,1.0475611405290346,F,Asian,Associates Degree,New Jersey,678.18992122072,M207,1,4,0,2013-10-01,203,6700,255,340,non-Black,1.3724387208858824,-0.12131729992880867,-0.1253395515637757,-0.0446443762831255,-0.05652595995451716,0.11176420868848796
M207-030,200955,Never,38,-0.12014823866703692,M,White,High School,New Jersey,0,M207,1,4,0,2013-03-01,-11,11135,520,187,non-Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,0.35943662374163676,0.5450189890075148,-0.16738215327758008
M212-045,900822,Always,18,-1.4939239788977094,F,Black,High School,New Jersey,94.72,M212,1,6,0,2013-06-02,82,4760,102,765,Black,-0.15556364839597187,0.4760226662536388,-0.7308272550689485,-0.22140134134469006,-0.40383304369486017,0.8871707697053436
M212-006,100210,Never,22,-1.219168830851575,F,Black,High School,New Jersey,0,M212,1,6,0,2013-09-01,173,1477,76,21,Black,-0.40361822525500185,0.4760226662536388,-0.2754604697881987,-0.5205215043844408,-0.46285254812132365,-0.4702468335806343
M212-038,100166,Never,52,0.8414947794944339,F,White,Some High School,New Jersey,0,M212,1,6,0,2013-06-02,82,345,15,11,non-Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.6236601046162403,-0.6013213854295649,-0.4884916938398544
M212-052,900829,Never,28,-0.8070361087823732,F,Black,High School,New Jersey,0,M212,1,6,0,2013-06-02,82,1040,59,20,Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.5603373774421231,-0.5014422240924729,-0.4720713196065563
M212-048,900825,Sometimes,18,-1.4939239788977094,F,Other,High School,New Jersey,0,M212,1,6,0,2013-06-02,82,210,0.5,44,non-Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.6359602027004213,-0.6342361090520158,-0.42828365498442794
M212-012,100216,Sometimes,54,0.978872353517501,F,Other,Associates Degree,New Jersey,378.88000122073,M212,1,6,0,2013-09-01,173,15000,681,567,non-Black,0.5886000853779895,0.4760226662536388,-0.2754604697881987,0.7115838762998569,0.9104859202636927,0.525922536572785
M212-010,100214,Often,66,1.8031377976559047,M,Other,Less than High School,New Jersey,355.20000000002995,M212,1,6,0,2013-09-01,173,15010,624,566,non-Black,0.526586437966439,0.4760226662536388,-0.2754604697881987,0.7124949946764628,0.7810970067133689,0.524098050546863
M212-042,100170,Seldom,48,0.5667396314482993,F,Other,Some College,New Jersey,0,M212,1,6,0,2013-06-02,82,2047,98,81,non-Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.4685877569178986,-0.4129129674527776,-0.36077767202531347
M212-036,100164,Sometimes,32,-0.5322809607362387,M,Black,High School,New Jersey,0,M212,1,6,0,2013-06-02,82,390,19,7,Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.6195600719215133,-0.5922414616716475,-0.49578963794354247
M212-009,100213,Seldom,21,-1.2878576178631085,M,Black,High School,New Jersey,0,M212,1,6,0,2013-09-01,173,5180,258,134,Black,-0.40361822525500185,0.4760226662536388,-0.2754604697881987,-0.18313436952723794,-0.049716017136079066,-0.26407991265144676
M212-043,100171,Never,20,-1.356546404874642,F,Black,High School,New Jersey,35.52000000001,M212,1,6,0,2013-06-02,82,7150,312,923,Black,-0.3105977589328394,0.4760226662536388,-0.7308272550689485,-0.0036440493358553703,0.07286295359580669,1.1754395618010218
M212-041,100169,Often,44,0.2919844834021648,F,White,High School,New Jersey,511.488,M212,1,6,0,2013-06-02,82,10080,378,585,non-Black,0.93587648978376,0.4760226662536388,-0.7308272550689485,0.26331363500970345,0.22268169560144485,0.5587632850393812
M212-003,100205,Sometimes,59,1.3223162885751691,F,Black,High School,New Jersey,0,M212,1,6,0,2013-09-01,173,1520,67,18,Black,-0.40361822525500185,0.4760226662536388,-0.2754604697881987,-0.516603695365035,-0.483282376576638,-0.4757202916584003
M212-051,900828,Seldom,24,-1.0817912568285077,M,White,High School,New Jersey,0,M212,1,6,0,2013-06-02,82,610,29,18,non-Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.5995154676361812,-0.5695416522768538,-0.4757202916584003
M212-035,100163,Never,18,-1.4939239788977094,M,Other,Some High School,New Jersey,0,M212,1,6,0,2013-06-02,82,840,34,54,non-Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.5785597449742432,-0.558191747579457,-0.4100387947252078
M212-037,100165,Sometimes,35,-0.3262145997016378,F,Black,College Degree,New Jersey,0,M212,1,6,0,2013-06-02,82,20,2,1,Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.6532714518559354,-0.6308311376427967,-0.5067365540990746
M212-050,900827,Sometimes,25,-1.013102469816974,F,Black,High School,New Jersey,0,M212,1,6,0,2013-06-02,82,865,31,31,Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.5762819490327281,-0.5650016903978952,-0.4520019733214141
M212-047,900824,Sometimes,43,0.2232956963906312,M,White,High School,New Jersey,0,M212,1,6,0,2013-06-02,82,920,47,64,non-Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.5712707979613951,-0.5286819953662253,-0.3917939344659877
M212-013,100217,Never,58,1.2536275015636356,M,Black,High School,New Jersey,0,M212,1,6,0,2013-09-01,173,1320,59,88,Black,-0.40361822525500185,0.4760226662536388,-0.2754604697881987,-0.5348260628971551,-0.5014422240924729,-0.3480062698438594
M212-011,100215,Always,23,-1.1504800438400413,F,Other,High School,New Jersey,0,M212,1,6,0,2013-09-01,173,1140,63,58,non-Black,-0.40361822525500185,0.4760226662536388,-0.2754604697881987,-0.5512261936760631,-0.4923623003345554,-0.40274085062151976
M212-033,100161,Sometimes,49,0.6354284184598329,F,Black,Some High School,New Jersey,60.059999465969995,M212,1,6,0,2013-06-02,82,16800,768,832,Black,-0.24633193140275572,0.4760226662536388,-0.7308272550689485,0.8755851840889374,1.1079742619983974,1.0094113334421184
M212-049,900826,Never,29,-0.7383473217708395,M,Black,High School,New Jersey,0,M212,1,6,0,2013-06-02,82,230,11,0,Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.6341379659472094,-0.6104013091874825,-0.5085610401249966
M212-039,100167,Never,36,-0.25752581269010416,F,Black,Associates Degree,New Jersey,0,M212,1,6,0,2013-06-02,82,1010,43,40,Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.5630707325719412,-0.5377619191241427,-0.435581599088116
M212-040,100168,Often,51,0.7728059924829002,M,White,College Degree,New Jersey,683.04,M212,1,6,0,2013-06-02,82,4620,252,140,non-Black,1.3851402014531045,0.4760226662536388,-0.7308272550689485,-0.2341569986171741,-0.06333590277295525,-0.2531329964959147
M212-034,100162,Seldom,62,1.52838264960977,F,Other,Some College,New Jersey,0,M212,1,6,0,2013-06-02,82,1045,50.5,13,non-Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.5598818182538201,-0.5207370620780475,-0.48484272178801036
M212-001,100203,Never,49,0.6354284184598329,F,Black,Some High School,New Jersey,184.7999954224,M212,1,6,0,2013-09-01,173,6170,302,205,Black,0.08033959429793427,0.4760226662536388,-0.2754604697881987,-0.09293365024324365,0.05016314420101303,-0.13454140481098384
M212-044,900821,Often,27,-0.8757248957939068,F,Black,High School,New Jersey,0,M212,1,6,2,2013-06-02,82,440,24,7,Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.6150044800384833,-0.5808915569742507,-0.49578963794354247
M212-053,900830,Always,67,1.8718265846674382,F,Other,College Degree,New Jersey,0,M212,1,6,0,2013-06-02,82,250,13,0,non-Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.6323157291939974,-0.6058613473085237,-0.5085610401249966
M212-046,900823,Always,40,0.01722933535603033,M,Other,College Degree,New Jersey,0,M212,1,6,0,2013-06-02,82,380,23,7,non-Black,-0.40361822525500185,0.4760226662536388,-0.7308272550689485,-0.6204711902981193,-0.58316153791373,-0.49578963794354247
M212-014,100218,Seldom,59,1.3223162885751691,M,Black,High School,New Jersey,982.3999786378,M212,1,6,0,2013-09-01,173,14440,814,280,Black,2.1691099314945714,0.4760226662536388,-0.2754604697881987,0.6605612472099207,1.2123933852144484,0.0022950471331671723
M213-049,201012,Never,55,1.0475611405290346,F,Black,High School,New Jersey,193.66400527956,M213,1,4,0,2013-05-02,51,5630,251,75,Black,0.1035528355816346,-0.12131729992880867,-0.8859522039008523,-0.1421340425799678,-0.06560588371243463,-0.3717245881808456
M213-031,201045,Sometimes,50,0.7041172054713666,F,White,Associates Degree,New Jersey,0,M213,1,4,0,2013-10-01,203,7,0.4,0,non-Black,-0.40361822525500185,-0.12131729992880867,-0.1253395515637757,-0.6544559057455233,-0.6344631071459638,-0.5085610401249966
M213-026,201040,Seldom,65,1.7344490106443708,M,Asian,Some College,New Jersey,0,M213,1,4,0,2013-10-01,203,8160,348,172,non-Black,-0.40361822525500185,-0.12131729992880867,-0.1253395515637757,0.08837890670135091,0.15458226741706388,-0.19474944366641025
M213-035,201049,Sometimes,29,-0.7383473217708395,M,White,High School,New Jersey,1967.7504043579497,M213,1,4,0,2013-10-01,203,28950,1227,1638,non-Black,4.749564776404588,-0.12131729992880867,-0.1253395515637757,1.982594011665231,2.1498955132194264,2.479947070335261
M213-017,201030,Often,21,-1.2878576178631085,F,Black,College Degree,New Jersey,0,M213,1,4,0,2013-03-01,-11,1275,51,137,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.5389260955918821,-0.5196020716083078,-0.25860645457368076
M213-034,201048,Often,26,-0.9444136828054404,F,Black,High School,New Jersey,426.24000549318,M213,1,4,0,2013-10-01,203,1910,74,116,Black,0.7126273849962795,-0.12131729992880867,-0.1253395515637757,-0.48107007867740087,-0.46739251000028237,-0.296920661118043
M213-014,201027,Often,24,-1.0817912568285077,M,Black,Some High School,New Jersey,1163.8079833985996,M213,1,4,0,2013-03-01,-11,22505,931,1439,Black,2.6441847399804352,-0.12131729992880867,-1.1962021015646598,1.395378217942662,1.4779811551335342,2.1168743511767802
M213-040,201054,Sometimes,40,0.01722933535603033,F,White,High School,New Jersey,0,M213,1,4,0,2013-10-01,203,1327,64.4,12,non-Black,-0.40361822525500185,-0.12131729992880867,-0.1253395515637757,-0.5341882800335308,-0.48918432701928427,-0.4866672078139324
M213-018,201031,Always,22,-1.219168830851575,M,Black,Associates Degree,New Jersey,0,M213,1,4,0,2013-03-01,-11,1645,66.5,63,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.5052147156574599,-0.4844173670463776,-0.3936184204919097
M213-027,201041,Always,39,-0.051459451655503294,F,White,College Degree,New Jersey,387.77599999999995,M213,1,4,0,2013-10-01,203,28447,1543,278,non-Black,0.6118970998726079,-0.12131729992880867,-0.1253395515637757,1.9367647573219489,2.8672094900949063,-0.0013539249186768543
M213-041,201055,Never,24,-1.0817912568285077,F,Black,Some College,New Jersey,0,M213,1,4,0,2013-10-01,203,2900,124,134,Black,-0.40361822525500185,-0.12131729992880867,-0.1253395515637757,-0.3908693593934066,-0.3538934630263141,-0.26407991265144676
M213-043,201006,Never,24,-1.0817912568285077,F,Black,College Degree,New Jersey,0,M213,1,4,0,2013-05-02,51,1340,59,86,Black,-0.40361822525500185,-0.12131729992880867,-0.8859522039008523,-0.533003826143943,-0.5014422240924729,-0.3516552418957034
M213-025,201039,Sometimes,50,0.7041172054713666,F,Black,College Degree,New Jersey,0,M213,1,4,0,2013-03-01,-11,17842,821,566,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,0.9705237189312829,1.228283251790804,0.524098050546863
M213-024,201038,Often,47,0.49805084443676567,F,Asian,College Degree,New Jersey,0,M213,1,4,0,2013-03-01,-11,1470,57.5,85,non-Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.521159287248065,-0.5048471955016919,-0.3534797279216254
M213-038,201052,Often,42,0.15460690937909757,F,Black,College Degree,New Jersey,118.40000152588,M213,1,4,0,2013-10-01,203,8990,461,208,Black,-0.09355000018521017,-0.12131729992880867,-0.1253395515637757,0.16400173195964915,0.4110901135782322,-0.12906794673321778
M213-009,201021,Never,23,-1.1504800438400413,M,White,College Degree,New Jersey,392.10200440888,M213,1,4,0,2013-03-01,-11,20830,988,1574,non-Black,0.6232261242933749,-0.12131729992880867,-1.1962021015646598,1.2427658898611564,1.6073700686838581,2.3631799646762524
M213-037,201051,Sometimes,22,-1.219168830851575,F,Black,High School,New Jersey,0,M213,1,4,0,2013-10-01,203,1580,74,75,Black,-0.40361822525500185,-0.12131729992880867,-0.1253395515637757,-0.511136985105399,-0.46739251000028237,-0.3717245881808456
M213-020,201033,Never,22,-1.219168830851575,F,Black,High School,New Jersey,0,M213,1,4,0,2013-03-01,-11,2310,88,139,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.44462534361316075,-0.43561277684757127,-0.2549574825218367
M213-021,201034,Sometimes,29,-0.7383473217708395,M,Black,High School,New Jersey,0,M213,1,4,0,2013-03-01,-11,3884,177,218,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.3012153111353759,-0.2335844732339077,-0.11082308647399765
