receiptid,person_id,limit,age,age_std,gender,race,edu,city,caff,location,round,nsigns_ssb,num_kids,surveydate,days_since_ban,caloriescal,fatg,sugarg,black,caff_std,nsigns_ssb_std,days_since_ban_std,caloriescal_std,fatg_std,sugarg_std
S222-014,100433,Seldom,35,-0.3262145997016378,M,White,Associates Degree,New Jersey,757.7600000000001,S222,3,4,0,2014-04-03,387,10307,277,367,non-Black,1.5808183896172383,-0.12131729992880867,0.7954020802126854,0.2839960221586597,-0.006586379285971114,0.16102533138838232
B103-045,100504,Always,24,-1.0817912568285077,F,Other,High School,New York,855.36001098633,B103,3,4,0,2014-04-03,387,21810,813,1093,non-Black,1.8364151952195478,-0.12131729992880867,0.7954020802126854,1.332055490768545,1.2101234042749691,1.485602186207764
B103-046,100505,Sometimes,50,0.7041172054713666,M,Other,Less than High School,New York,12.87,B103,3,4,0,2014-04-03,387,1320,72,13,non-Black,-0.3699140191298359,-0.12131729992880867,0.7954020802126854,-0.5348260628971551,-0.47193247187924114,-0.48484272178801036
B103-047,100506,Never,36,-0.25752581269010416,M,Black,High School,New York,1269.0240154266598,B103,3,4,0,2014-04-03,387,13160,570,703,Black,2.9197265295022534,-0.12131729992880867,0.7954020802126854,0.5439380950043523,0.6585180359814831,0.7740526360981788
B103-048,100507,Sometimes,40,0.01722933535603033,M,Black,High School,New York,0,B103,3,4,0,2014-04-03,387,8560,235,1166,Black,-0.40361822525500185,-0.12131729992880867,0.7954020802126854,0.12482364176559103,-0.10192557874410448,1.618789666100071
B103-049,100508,Never,33,-0.463592173724705,M,Other,High School,New York,0,B103,3,4,0,2014-04-03,387,2490,128,30,non-Black,-0.40361822525500185,-0.12131729992880867,0.7954020802126854,-0.4282252128342527,-0.34481353926839664,-0.4538264593473362
B103-050,100509,Sometimes,35,-0.3262145997016378,F,Other,Less than High School,New York,0,B103,3,4,0,2014-04-03,387,2450,131,18,non-Black,-0.40361822525500185,-0.12131729992880867,0.7954020802126854,-0.43186968634067674,-0.33800359644995853,-0.4757202916584003
B103-060,100519,Often,49,0.6354284184598329,F,Other,Some College,New York,0,B103,3,4,0,2014-04-03,387,1910,102,27,non-Black,-0.40361822525500185,-0.12131729992880867,0.7954020802126854,-0.48107007867740087,-0.40383304369486017,-0.4592999174251022
B103-062,100521,Sometimes,47,0.49805084443676567,M,Black,Some College,New York,0,B103,3,4,0,2014-04-03,387,1190,60,20,Black,-0.40361822525500185,-0.12131729992880867,0.7954020802126854,-0.5466706017930331,-0.4991722431529935,-0.4720713196065563
B103-063,100522,Sometimes,34,-0.39490338671317143,F,Other,High School,New York,0,B103,3,4,1,2014-04-03,387,1855,104,33,non-Black,-0.40361822525500185,-0.12131729992880867,0.7954020802126854,-0.4860812297487339,-0.3992930818159014,-0.4483530012695701
B103-064,100523,Sometimes,39,-0.051459451655503294,M,Other,Some High School,New York,0,B103,3,4,0,2014-04-03,387,1020,53,12,non-Black,-0.40361822525500185,-0.12131729992880867,0.7954020802126854,-0.5621596141953351,-0.5150621097293491,-0.4866672078139324
B103-065,100524,Sometimes,34,-0.39490338671317143,F,Other,Some College,New York,0,B103,3,4,0,2014-04-03,387,2860,139.5,94,non-Black,-0.40361822525500185,-0.12131729992880867,0.7954020802126854,-0.3945138328998306,-0.3187087584643839,-0.3370593536883273
S206-018,100274,Often,61,1.4596938625982365,M,Black,Some College,New Jersey,4.73600006104,S206,3,5,0,2014-04-03,387,8990,151,247,Black,-0.39121549625219765,0.17735268316241506,0.7954020802126854,0.16400173195964915,-0.2926039776603712,-0.05791299172225927
S206-019,100275,Often,55,1.0475611405290346,M,Black,High School,New Jersey,189.44000244142,S206,3,5,0,2014-04-03,387,2610,40.5,72,Black,0.09249093485669627,0.17735268316241506,0.7954020802126854,-0.41729179231498065,-0.5434368714728411,-0.3771980462586116
S206-020,100276,Always,42,0.15460690937909757,F,Other,Graduate Degree,New Jersey,0,S206,3,5,0,2014-04-03,387,1485,39,133,non-Black,-0.40361822525500185,0.17735268316241506,0.7954020802126854,-0.519792609683156,-0.5468418428820602,-0.26590439867736876
S108-027,301429,Always,46,0.4293620574252321,M,White,College Degree,New York,44.16480159765,S108,3,4,0,2014-04-03,387,11260,138.5,483,non-Black,-0.28795858449942663,-0.12131729992880867,0.7954020802126854,0.3708256034492118,-0.3209787394038633,0.37266571039533586
S108-028,301430,Sometimes,27,-0.8757248957939068,M,Other,College Degree,New York,0,S108,3,4,0,2014-04-03,387,10740,494,160,non-Black,-0.40361822525500185,-0.12131729992880867,0.7954020802126854,0.3234474478656997,0.4859994845810513,-0.21664327597747443
M113A-022,301292,Always,46,0.4293620574252321,F,Other,High School,New York,0,M113A,3,4,0,2014-05-03,417,590,27,5,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.6013377043893933,-0.5740816141558126,-0.4994386099953865
M113A-023,301293,Never,59,1.3223162885751691,F,White,Graduate Degree,New York,4.84000003338,M113A,3,4,0,2014-05-03,417,4170,167,631,non-Black,-0.3909431391034207,-0.12131729992880867,0.9455229984371084,-0.2751573255644442,-0.25628428262870134,0.6426896422317938
M113A-024,301294,Sometimes,43,0.2232956963906312,M,Other,High School,New York,0,M113A,3,4,0,2014-05-03,417,1425,63,84,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.525259319942792,-0.4923623003345554,-0.3553042139475474
M113A-025,301295,Never,62,1.52838264960977,M,Other,Associates Degree,New York,300.05240488054994,M113A,3,4,0,2014-05-03,417,7210,246,416,non-Black,0.3821648440881058,-0.12131729992880867,0.9455229984371084,0.001822660923780647,-0.07695578840983146,0.25042514665856097
M113A-026,301296,Sometimes,55,1.0475611405290346,F,Other,Associates Degree,New York,118.40000152588,M113A,3,4,0,2014-05-03,417,1195,45.5,71,non-Black,-0.09355000018521017,-0.12131729992880867,0.9455229984371084,-0.5462150426047301,-0.5320869667754443,-0.3790225322845336
M113A-027,301297,Sometimes,50,0.7041172054713666,M,Other,High School,New York,0,M113A,3,4,0,2014-05-03,417,230,11,0,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.6341379659472094,-0.6104013091874825,-0.5085610401249966
S209-016,100363,Sometimes,44,0.2919844834021648,M,Black,College Degree,New Jersey,0,S209,3,4,0,2014-05-03,417,35752,1062,1164,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,2.602336731432634,1.775348658205331,1.615140694048227
S209-017,100364,Sometimes,30,-0.6696585347593059,M,Black,College Degree,New Jersey,0,S209,3,4,0,2014-05-03,417,3830,101,82,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.3061353503690483,-0.4061030246343395,-0.35895318599939147
S209-018,100365,Always,34,-0.39490338671317143,F,Black,Some College,New Jersey,0,S209,3,4,0,2014-05-03,417,3450,142,117,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.3407578486800764,-0.3130338061156855,-0.295096175092121
S209-019,100366,Often,27,-0.8757248957939068,M,White,Associates Degree,New Jersey,2784.7680000001396,S209,3,4,0,2014-05-03,417,135180,2808,9890,non-Black,6.889186334400845,-0.12131729992880867,0.9455229984371084,11.6614045263508,5.738735378536305,17.535605756243715
S209-020,100367,Always,53,0.9101835665059674,M,White,Graduate Degree,New Jersey,714.72820907835,S209,3,4,0,2014-05-03,417,14692,436.5,877,non-Black,1.468125899239745,-0.12131729992880867,0.9455229984371084,0.683521430300392,0.35547558056098777,1.0915132046086091
S209-021,100368,Never,31,-0.6009697477477722,F,Asian,Graduate Degree,New Jersey,82.96320343018,S209,3,4,0,2014-05-03,417,7970,159,231,non-Black,-0.18635257574335778,-0.12131729992880867,0.9455229984371084,0.07106765754583687,-0.2744441301445363,-0.08710476813701148
M223-040,200403,Never,29,-0.7383473217708395,M,Black,Some College,New Jersey,662.01600000003,M223,3,4,0,2014-05-03,417,2540,51,403,Black,1.3300821416571078,-0.12131729992880867,0.9455229984371084,-0.4236696209512227,-0.5196020716083078,0.22670682832157482
M223-041,200404,Always,54,0.978872353517501,M,Black,Some College,New Jersey,284.16000000004,M223,3,4,0,2014-05-03,417,15755,794,529,Black,0.3405455053221928,-0.12131729992880867,0.9455229984371084,0.7803733137336101,1.166993766424861,0.4565920675877485
M223-042,200405,Never,40,0.01722933535603033,M,Black,College Degree,New Jersey,0,M223,3,4,0,2014-05-03,417,10660,461,379,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,0.31615850085285163,0.4110901135782322,0.1829191636994465
M223-043,200406,Never,52,0.8414947794944339,M,Black,Some High School,New Jersey,0,M223,3,4,0,2014-05-03,417,2010,83,65,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.47195889491134085,-0.4469626815449681,-0.3899694484400657
M223-044,200407,Seldom,28,-0.8070361087823732,F,White,Some College,New Jersey,227.3280029297,M223,3,4,0,2014-05-03,417,11400,480,105,non-Black,0.19171276687902541,-0.12131729992880867,0.9455229984371084,0.38358126072169585,0.45421975142834015,-0.31699000740318517
M223-045,200408,Always,23,-1.1504800438400413,M,White,College Degree,New Jersey,303.104,M223,3,4,0,2014-05-03,417,12520,579.5,473,non-Black,0.39015642069389406,-0.12131729992880867,0.9455229984371084,0.48562651890156816,0.6800828549065371,0.35442085013611574
M223-046,200409,Sometimes,43,0.2232956963906312,F,Asian,College Degree,New Jersey,0,M223,3,4,0,2014-05-03,417,1690,61.5,130,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.501114682962733,-0.49576727174377444,-0.2713778567551348
M223-047,200410,Seldom,19,-1.4252351918861759,M,Black,High School,New Jersey,14.208000183120003,M223,3,4,0,2014-05-03,417,530,14,82,Black,-0.36641003824658913,-0.12131729992880867,0.9455229984371084,-0.6068044146490292,-0.6035913663690443,-0.35895318599939147
M223-048,200411,Never,19,-1.4252351918861759,M,Other,High School,New Jersey,390.68161010746,M223,3,4,0,2014-05-03,417,9510,547,316,non-Black,0.6195063680918154,-0.12131729992880867,0.9455229984371084,0.2113798875431613,0.6063084743734577,0.06797654406635965
M123A-020,301318,Often,75,2.421336880759707,M,Black,High School,New York,954.5800013352198,M123A,3,4,0,2014-05-03,417,5430,297,254,Black,2.0962544342604144,-0.12131729992880867,0.9455229984371084,-0.16035641011208787,0.038813239503616204,-0.045141589540805174
M123A-021,301317,Always,62,1.52838264960977,F,White,Associates Degree,New York,284.16000366212,M123A,3,4,0,2014-05-03,417,17085,834,269,non-Black,0.3405455149125191,-0.12131729992880867,0.9455229984371084,0.9015520578222085,1.2577930040040357,-0.017774299151974975
M123A-018,100041,Seldom,20,-1.356546404874642,F,White,Some College,New York,0,M123A,3,4,0,2014-05-03,417,942,34,66,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.5692663375328619,-0.558191747579457,-0.3881449624141437
M123A-019,100042,Never,57,1.184938714552102,M,White,Some College,New York,241.22400000000002,M123A,3,4,0,2014-05-03,417,11680,361,898,non-Black,0.22810387407188426,-0.12131729992880867,0.9455229984371084,0.4090925752666639,0.18409201963029562,1.1298274111529714
W132-038,100709,Never,25,-1.013102469816974,F,Other,Some College,New York,3.29999995232,W132,3,4,0,2014-05-03,417,8435,466,62,non-Black,-0.3949761212452092,-0.12131729992880867,0.9455229984371084,0.113434662058016,0.42244001827562905,-0.3954429065178317
W132-039,100710,Always,56,1.1162499275405684,F,Other,High School,New York,0,W132,3,4,0,2014-05-03,417,13175,315,1594,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,0.5453047725692614,0.07967289641424478,2.3996696851946924
W132-040,100711,Sometimes,51,0.7728059924829002,F,Black,High School,New York,58.94400024416,W132,3,4,0,2014-05-03,417,13950,700,767,Black,-0.2492545318539918,-0.12131729992880867,0.9455229984371084,0.6159164467562266,0.9536155581138006,0.8908197417571877
W132-041,100712,Always,31,-0.6009697477477722,M,Black,High School,New York,0,W132,3,4,0,2014-05-03,417,5740,300.5,158,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.13211174043730178,0.046758172791793985,-0.22029224802931846
W132-042,100713,Sometimes,28,-0.8070361087823732,M,Other,High School,New York,416.76800292971,W132,3,4,0,2014-05-03,417,25080,1317,235,non-Black,0.6878219205971116,-0.12131729992880867,0.9455229984371084,1.6299911999187078,2.3541937977725698,-0.07980682403332343
W132-043,100714,Always,41,0.08591812236756395,M,Other,Graduate Degree,New York,1342.3743954834003,W132,3,4,0,2014-05-03,417,13610,371,993,non-Black,3.1118179303407647,-0.12131729992880867,0.9455229984371084,0.5849384219516225,0.20679182902508927,1.3031535836155628
W132-044,100715,Always,82,2.9021583898404426,M,Black,Less than High School,New York,0,W132,3,4,0,2014-05-03,417,5720,168,724,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.13393397719051378,-0.254014301689222,0.8123668426425411
W132-045,100716,Never,45,0.36067327041369845,M,Black,High School,New York,378.88,W132,3,4,0,2014-05-03,417,5380,269,106,Black,0.588600082181118,-0.12131729992880867,0.9455229984371084,-0.16491200199511788,-0.02474622680180604,-0.31516552137726317
W132-046,100717,Sometimes,37,-0.18883702567857055,M,Black,High School,New York,0,W132,3,4,0,2014-05-03,417,24180,1155,1144,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,1.5479905460241674,1.9864568855769122,1.5786509735297867
W132-047,100718,Never,21,-1.2878576178631085,F,Black,High School,New York,853.21600137332,W132,3,4,0,2014-05-03,417,26870,956,1866,Black,1.830800421176717,-0.12131729992880867,0.9455229984371084,1.7930813893311823,1.5347306786205184,2.89592988424548
W132-048,100719,Never,50,0.7041172054713666,F,Black,Some High School,New York,473.60000610353995,W132,3,4,0,2014-05-03,417,7490,187.5,826,Black,0.8366546750242171,-0.12131729992880867,0.9455229984371084,0.027333975468748727,-0.20974967336937436,0.9984644172865864
W132-049,100747,Sometimes,27,-0.8757248957939068,M,Black,Some College,New York,0,W132,3,4,0,2014-05-03,417,1230,37,87,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.543026128286609,-0.551381804761019,-0.3498307558697814
W132-050,100748,Sometimes,50,0.7041172054713666,M,Black,High School,New York,0,W132,3,4,0,2014-05-03,417,23825,1086,1412,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,1.5156458436546545,1.829828200752836,2.067613228476886
W132-051,100749,Often,25,-1.013102469816974,M,Black,College Degree,New York,343.03200000000004,W132,3,4,0,2014-05-03,417,7650,372,130,Black,0.4947206430843856,-0.12131729992880867,0.9455229984371084,0.041911869494444774,0.20906180996456863,-0.2713778567551348
W132-052,100750,Sometimes,27,-0.8757248957939068,F,Other,Some College,New York,0,W132,3,4,0,2014-05-03,417,3061,148.8,63,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.37620035353004994,-0.2975979357272258,-0.3936184204919097
W132-053,100751,Never,46,0.4293620574252321,M,Black,Some College,New York,0,W132,3,4,0,2014-05-03,417,26870,1501,383,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,1.7930813893311823,2.771870290636773,0.19021710780313456
W132-054,100752,Sometimes,29,-0.7383473217708395,F,Other,College Degree,New York,78.144,W132,3,4,0,2014-05-03,417,5730,293,99,non-Black,-0.1989731993463021,-0.12131729992880867,0.9455229984371084,-0.13302285881390777,0.029733315745698742,-0.32793692355871723
W132-055,100755,Sometimes,35,-0.3262145997016378,F,Other,Some College,New York,0,W132,3,4,0,2014-05-03,417,16930,523,1109,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,0.8874297229848154,0.5518289318259529,1.5147939626225162
W132-056,100756,Sometimes,55,1.0475611405290346,F,Black,High School,New York,284.15999999999997,W132,3,4,0,2014-05-03,417,25600,1108,1587,Black,0.340545505322088,-0.12131729992880867,0.9455229984371084,1.67736935550222,1.879767781421382,2.386898283013238
W132-057,100757,Often,32,-0.5322809607362387,F,Black,Some High School,New York,0,W132,3,4,0,2014-05-03,417,3030,123,121,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.37902482049752856,-0.35616344396579347,-0.28779823098843293
S209-025,200762,Never,52,0.8414947794944339,F,Other,Some College,New Jersey,0,S209,3,4,0,2014-05-03,417,50130,1472,1138,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,3.9123427333167453,2.7060408433918712,1.5677040573742547
S209-026,200763,Sometimes,48,0.5667396314482993,F,Black,Some High School,New Jersey,644.0960083008,S209,3,4,0,2014-05-03,417,3720,85,120,Black,1.2831529191246984,-0.12131729992880867,0.9455229984371084,-0.31615765251171435,-0.4424227196660094,-0.28962271701435494
S209-027,200764,Always,37,-0.18883702567857055,M,Asian,Graduate Degree,New Jersey,220.92800185015,S209,3,4,1,2014-05-03,417,20440,715,460,non-Black,0.17495231966951197,-0.12131729992880867,0.9455229984371084,1.2072322731735223,0.9876652722059911,0.33070253179912956
S209-027,200765,Always,37,-0.18883702567857055,M,Asian,Graduate Degree,New Jersey,220.92800185015,S209,3,4,1,2014-05-03,417,20440,715,460,non-Black,0.17495231966951197,-0.12131729992880867,0.9455229984371084,1.2072322731735223,0.9876652722059911,0.33070253179912956
S209-028,200766,Sometimes,34,-0.39490338671317143,M,Asian,College Degree,New Jersey,71.04000091553,S209,3,4,0,2014-05-03,417,11080,436.5,233,non-Black,-0.2175772902131216,-0.12131729992880867,0.9455229984371084,0.3544254726703038,0.35547558056098777,-0.08345579608516746
S209-029,200767,Seldom,33,-0.463592173724705,F,Black,College Degree,New Jersey,165.76000000001,S209,3,4,0,2014-05-03,417,4200,176,274,Black,0.03047728424832679,-0.12131729992880867,0.9455229984371084,-0.27242397043462624,-0.23585445417338707,-0.008651869022364908
M223-054,101929,Often,32,-0.5322809607362387,F,White,College Degree,New Jersey,165.76,M223,3,4,0,2014-05-03,417,4145,202,78,non-Black,0.03047728424830059,-0.12131729992880867,0.9455229984371084,-0.2774351215059592,-0.17683494974692357,-0.3662511301030795
M223-055,101926,Never,34,-0.39490338671317143,F,Black,High School,New Jersey,0,M223,3,4,0,2014-05-03,417,2220,94,89,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.45282540900261475,-0.42199289121069505,-0.34618178381793735
M223-056,101927,Always,44,0.2919844834021648,F,Other,High School,New Jersey,1704.9600219727197,M223,3,4,1,2014-05-03,417,33030,1355,1248,non-Black,4.061364215750123,-0.12131729992880867,0.9455229984371084,2.35433030932048,2.4404530734727854,1.768397520225676
M223-056,101928,Always,44,0.2919844834021648,F,Other,High School,New Jersey,1704.9600219727197,M223,3,4,1,2014-05-03,417,33030,1355,1248,non-Black,4.061364215750123,-0.12131729992880867,0.9455229984371084,2.35433030932048,2.4404530734727854,1.768397520225676
M223-057,101924,Never,36,-0.25752581269010416,M,Black,High School,New Jersey,0,M223,3,4,0,2014-05-03,417,16510,842,149,Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,0.8491627511673633,1.2759528515198706,-0.23671262226261658
M223-058,101923,Always,52,0.8414947794944339,M,White,Some College,New Jersey,77.97600102425001,M223,3,4,0,2014-05-03,417,6120,104,971,non-Black,-0.1994131583290134,-0.12131729992880867,0.9455229984371084,-0.09748924212627366,-0.3992930818159014,1.2630148910452783
M223-059,101925,Sometimes,50,0.7041172054713666,M,Other,High School,New Jersey,0,M223,3,4,0,2014-05-03,417,13380,598,152,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,0.5639826992896844,0.7220775022869054,-0.23123916418485052
M223-060,101921,Sometimes,42,0.15460690937909757,M,Other,High School,New Jersey,757.7600097657,M223,3,4,0,2014-05-03,417,8620,407,461,non-Black,1.580818415191843,-0.12131729992880867,0.9455229984371084,0.13029035202522704,0.28851114284634644,0.33252701782505156
M223-061,101922,Sometimes,32,-0.5322809607362387,F,Asian,Graduate Degree,New Jersey,0,M223,3,4,0,2014-05-03,417,2585,100,196,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.41956958825649565,-0.4083730055738189,-0.15096177904428196
M113A-017,301287,Never,50,0.7041172054713666,M,Black,High School,New York,542.59199920656,M113A,3,4,0,2014-05-03,417,7650,180,945,Black,1.017332247404187,-0.12131729992880867,0.9455229984371084,0.041911869494444774,-0.2267745304154696,1.215578254371306
M113A-018,301288,Always,37,-0.18883702567857055,F,Native,High School,New York,29.952,M113A,3,4,0,2014-05-03,417,11770,434,719,non-Black,-0.3251793455455248,-0.12131729992880867,0.9455229984371084,0.41729264065611793,0.34980062821228936,0.803244412512931
M113A-019,301289,Often,48,0.5667396314482993,F,Other,Some High School,New York,0,M113A,3,4,0,2014-05-03,417,2070,81,128,non-Black,-0.40361822525500185,-0.12131729992880867,0.9455229984371084,-0.46649218465170483,-0.4515026434239268,-0.2750268288069789
M113A-020,301290,Always,66,1.8031377976559047,F,Other,Less than High School,New York,157.92163981676998,M113A,3,4,0,2014-05-03,417,6315,202,513,non-Black,0.009950034263927824,-0.12131729992880867,0.9455229984371084,-0.07972243378245661,-0.17683494974692357,0.42740029117299627
B203-038,200141,Never,19,-1.4252351918861759,M,Other,High School,New Jersey,0,B203,3,16,0,2014-06-03,448,22640,1229,277,non-Black,-0.40361822525500185,3.4627224971658763,1.1006479472690123,1.4076783160268431,2.1544354750983854,-0.0031784109445988674
B203-041,200144,Seldom,38,-0.12014823866703692,M,Black,High School,New Jersey,0,B203,3,16,0,2014-06-03,448,2130,103,55,Black,-0.40361822525500185,3.4627224971658763,1.1006479472690123,-0.4610254743920688,-0.4015630627553808,-0.4082143086992858
B203-039,200142,Sometimes,25,-1.013102469816974,F,Black,Some College,New Jersey,0,B203,3,16,0,2014-06-03,448,10700,556,216,Black,-0.40361822525500185,3.4627224971658763,1.1006479472690123,0.3198029743592756,0.626738302828772,-0.11447205852584168
B203-036,200139,Sometimes,34,-0.39490338671317143,M,Black,College Degree,New Jersey,0,B203,3,16,0,2014-06-03,448,5450,233,51,Black,-0.40361822525500185,3.4627224971658763,1.1006479472690123,-0.15853417335887585,-0.10646554062306321,-0.4155122528029739
B203-037,200140,Never,31,-0.6009697477477722,M,Black,High School,New Jersey,454.65600585942,B203,3,16,0,2014-06-03,448,10385,547.5,266,Black,0.7870437590131051,3.4627224971658763,1.1006479472690123,0.29110274549618653,0.6074434648431973,-0.023247757229741015
K234-014,100201,Never,41,0.08591812236756395,F,Black,Some College,New Jersey,18.7199997902,K234,3,7,0,2014-06-03,448,9860,342,806,Black,-0.354593925986007,0.7746926493448626,1.1006479472690123,0.2432690307243714,0.14096238178018766,0.9619746967681462
K234-015,100202,Sometimes,35,-0.3262145997016378,M,Black,College Degree,New Jersey,0,K234,3,7,0,2014-06-03,448,3040,114.5,201,Black,-0.40361822525500185,0.7746926493448626,1.1006479472690123,-0.37811370212092255,-0.37545828195136804,-0.14183934891467187
K234-016,100203,Always,60,1.3910050755867027,F,Black,High School,New Jersey,387.76000000000005,K234,3,7,0,2014-06-03,448,15850,675,1056,Black,0.6118551987616523,0.7746926493448626,1.1006479472690123,0.7890289383113671,0.8968660346268165,1.4180962032486495
K234-010,100197,Seldom,48,0.5667396314482993,M,Native,High School,New Jersey,0,K234,3,7,0,2014-06-03,448,2400,117.5,80,non-Black,-0.40361822525500185,0.7746926493448626,1.1006479472690123,-0.43642527822370675,-0.36864833913293,-0.36260215805123547
K234-011,100198,Always,74,2.3526480937481735,F,Black,Some College,New Jersey,284.16000366213,K234,3,7,0,2014-06-03,448,7120,251,650,Black,0.3405455149125453,0.7746926493448626,1.1006479472690123,-0.006377404465673379,-0.06560588371243463,0.677354876724312
K234-012,100199,Never,19,-1.4252351918861759,M,Black,High School,New Jersey,426.24,K234,3,7,0,2014-06-03,448,10720,317,951,Black,0.7126273706106331,0.7746926493448626,1.1006479472690123,0.32162521111248765,0.08421285829320352,1.226525170526838
M118-043,301307,Never,26,-0.9444136828054404,F,Other,Some College,New York,0,M118,3,6,0,2014-06-03,448,1215,60,30,non-Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.5443928058515181,-0.4991722431529935,-0.4538264593473362
M118-044,301308,Always,44,0.2919844834021648,F,Other,Less than High School,New York,473.60000610355,M118,3,6,0,2014-06-03,448,12815,612,189,non-Black,0.8366546750242434,0.4760226662536388,1.1006479472690123,0.5125045110114452,0.7538572354396165,-0.16373318122573605
M118-045,301309,Always,43,0.2232956963906312,F,Other,High School,New York,0,M118,3,6,0,2014-06-03,448,1300,63,20,non-Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.5366482996503671,-0.4923623003345554,-0.4720713196065563
M118-046,301310,Always,53,0.9101835665059674,M,Black,High School,New York,0,M118,3,6,0,2014-06-03,448,1105,54,35,Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.5544151079941841,-0.5127921287898697,-0.4447040292177261
M118-047,301311,Never,50,0.7041172054713666,F,Other,Some High School,New York,0,M118,3,6,0,2014-06-03,448,1365,69,43,non-Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.530726030202428,-0.4787424146976792,-0.43010814101035
M118-048,301312,Always,47,0.49805084443676567,M,White,Some College,New York,0,M118,3,6,0,2014-06-03,448,2870,151,15,non-Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.3936027145232246,-0.2926039776603712,-0.48119374973616635
M118-049,301313,Always,54,0.978872353517501,F,Other,Some College,New York,0,M118,3,6,0,2014-06-03,448,2370,98,159,non-Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.43915863335352473,-0.4129129674527776,-0.21846776200339643
M118-050,301314,Sometimes,24,-1.0817912568285077,F,Other,High School,New York,0,M118,3,6,0,2014-06-03,448,1160,54,20,non-Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.549403956922851,-0.5127921287898697,-0.4720713196065563
M118-051,301315,Always,65,1.7344490106443708,F,Other,Less than High School,New York,0,M118,3,6,0,2014-06-03,448,2365,117,65,non-Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.43961419254182776,-0.36978332960266963,-0.3899694484400657
M118-052,301316,Always,63,1.5970714366213037,M,Other,Some High School,New York,0,M118,3,6,0,2014-06-03,448,340,19,21,non-Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.6241156638045433,-0.5922414616716475,-0.4702468335806343
S130C-024,900192,Sometimes,55,1.0475611405290346,M,White,College Degree,New York,0,S130C,3,4,0,2014-06-03,448,280,3.5,7,non-Black,-0.40361822525500185,-0.12131729992880867,1.1006479472690123,-0.6295823740641794,-0.6274261662335777,-0.49578963794354247
M118-053,301302,Never,23,-1.1504800438400413,F,Black,Some College,New York,0,M118,3,6,0,2014-06-03,448,570,23,13,Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.6031599411426053,-0.58316153791373,-0.48484272178801036
M118-054,301303,Often,33,-0.463592173724705,M,Black,College Degree,New York,0,M118,3,6,0,2014-06-03,448,955,38,57,Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.5680818836432742,-0.5491118238215396,-0.4045653366474418
M118-055,301304,Seldom,60,1.3910050755867027,F,Black,Graduate Degree,New York,0,M118,3,6,0,2014-06-03,448,1940,77,108,Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.4783367235475829,-0.4605825671818443,-0.3115165493254191
M118-056,301305,Seldom,60,1.3910050755867027,M,Other,High School,New York,0,M118,3,6,0,2014-06-03,448,545,20,32,non-Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.6054377370841203,-0.5899714807321681,-0.4501774872954921
M118-057,301306,Seldom,65,1.7344490106443708,F,Other,High School,New York,0,M118,3,6,0,2014-06-03,448,2080,98,66,non-Black,-0.40361822525500185,0.4760226662536388,1.1006479472690123,-0.4655810662750988,-0.4129129674527776,-0.3881449624141437
